Investing Report Created: 2023-11-26 14:45:04 -0500
,
﻿Filter Criteria:,All Dates
,All Investing Accounts
,Any Type
,Any Status
,All Investing Accounts
,
﻿,"Split","Date","Type","Security","Symbol","Security/Payee","Description/Category","Shares","Invest Amt","Amount","Account"
﻿,,"6/30/2023","Buy","Home Depot","HD","Home Depot","32.641 shares @ 264.04430011","32.641","8,618.67","-8,618.67","HD ESPP"
﻿,,"7/13/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"7/27/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"8/10/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"8/17/2023","Payment/Deposit","",,"Transfer","Transfer:[USAA CLASSIC CHECKING]",,,"-73,945.91","HD ESPP"
﻿,,"8/17/2023","Sell","Home Depot","HD","Home Depot","224.507164 shares @ 329.36993494","-224.507164","-73,945.91","73,945.91","HD ESPP"
﻿,,"8/24/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"9/7/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"9/20/2023","Dividend Income","Home Depot","HD","Home Depot","Investments:Dividend Income",,,"403.37","HD ML Individual Account"
﻿,,"9/21/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"9/21/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","Transfer:[USAA CLASSIC CHECKING]",,,"220.21","HD ESPP"
﻿,,"9/26/2023","Payment/Deposit","",,,"Transfer:[USAA CLASSIC CHECKING]",,,"-403.37","HD ML Individual Account"
﻿,,"10/5/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"10/19/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"11/2/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"11/16/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"11/30/2023","Payment/Deposit","",,"HOME DEPOT MANAG REG SALARY **** HOME DEPOT MANAG REG SALARY ***********1053","ESPP",,,"660.00","HD ESPP"
﻿,,"12/14/2023","Dividend Income","Home Depot","HD","Home Depot","Investments:Dividend Income",,,"403.37","HD ML Individual Account"
x,,"8/4/2023","Buy Bonds","BANK OZK CD MTHLY","06418CJZ0","BANK OZK CD MTHLY","50 shares @ 100.00","50","5,000.00","-5,000.00","z Ameritrade IRA"
﻿,,"9/5/2023","Remove Shares","BANK OZK CD MTHLY","06418CJZ0","BANK OZK CD MTHLY","50 shares @ 99.9765","-50","-4,998.83","0.00","z Ameritrade IRA"
﻿,,"9/5/2023","Add Shares","BANK OZK CD MTHLY","06418CJZ0","BANK OZK CD MTHLY","50 shares @ 100.00","50","5,000.00","0.00","Schwab Rollover IRA Keith"
﻿,,"9/7/2023","Interest Income","BANK OZK CD MTHLY","06418CJZ0","BANK OZK CD MTHLY","Investments:Interest Income",,,"22.08","Schwab Rollover IRA Keith"
x,,"10/4/2023","Buy Bonds","06418CMA1 BANK OZK LITTLE ROCK ARK CD 5.40000% 10/04/2024","06418CMA1","06418CMA1 BANK OZK LITTLE ROCK ARK CD 5.40000% 10/04/2024","40 shares @ 100.00","40","4,000.00","-4,000.00","Fidelity IRA"
﻿,,"10/10/2023","Interest Income","BANK OZK CD MTHLY","06418CJZ0","BANK OZK CD MTHLY","Investments:Interest Income",,,"21.37","Schwab Rollover IRA Keith"
﻿,,"11/7/2023","Interest Income","BANK OZK CD MTHLY","06418CJZ0","BANK OZK CD MTHLY","Investments:Interest Income",,,"22.08","Schwab Rollover IRA Keith"
﻿,,"11/5/2023","Interest Income","06418CMA1 BANK OZK LITTLE ROCK ARK CD 5.40000% 10/04/2024","06418CMA1","06418CMA1 BANK OZK LITTLE ROCK ARK CD 5.40000% 10/04/2024","Investments:Interest Income",,,"18.35","Fidelity IRA"
x,,"11/12/2014","Buy","Large Cap Index",,"Large Cap Index","5.337903 shares @ 45.57407656","5.337903","243.27","-243.27","Home Depot 401(k)"
﻿,,"3/19/2015","Buy","Large Cap Index",,"Large Cap Index","0.687356 shares @ 46.1623962","0.687356","31.73","-31.73","Home Depot 401(k)"
﻿,,"3/24/2015","Buy","Large Cap Index",,"Large Cap Index","0.363302 shares @ 46.21499469","0.363302","16.79","-16.79","Home Depot 401(k)"
﻿,,"4/2/2015","Buy","Large Cap Index",,"Large Cap Index","0.694361 shares @ 45.69669091","0.694361","31.73","-31.73","Home Depot 401(k)"
﻿,,"4/16/2015","Buy","Large Cap Index",,"Large Cap Index","0.681466 shares @ 46.56138384","0.681466","31.73","-31.73","Home Depot 401(k)"
﻿,,"4/30/2015","Buy","Large Cap Index",,"Large Cap Index","0.687604 shares @ 46.14574668","0.687604","31.73","-31.73","Home Depot 401(k)"
﻿,,"5/14/2015","Buy","Large Cap Index",,"Large Cap Index","0.692217 shares @ 46.99393398","0.692217","32.53","-32.53","Home Depot 401(k)"
﻿,,"5/28/2015","Buy","Large Cap Index",,"Large Cap Index","0.691654 shares @ 47.03218661","0.691654","32.53","-32.53","Home Depot 401(k)"
﻿,,"6/11/2015","Buy","Large Cap Index",,"Large Cap Index","0.694915 shares @ 46.81148054","0.694915","32.53","-32.53","Home Depot 401(k)"
﻿,,"6/25/2015","Buy","Large Cap Index",,"Large Cap Index","0.696776 shares @ 46.68645304","0.696776","32.53","-32.53","Home Depot 401(k)"
﻿,,"7/9/2015","Buy","Large Cap Index",,"Large Cap Index","0.713159 shares @ 45.61395145","0.713159","32.53","-32.53","Home Depot 401(k)"
﻿,,"7/23/2015","Buy","Large Cap Index",,"Large Cap Index","0.695671 shares @ 46.76060954","0.695671","32.53","-32.53","Home Depot 401(k)"
﻿,,"8/6/2015","Buy","Large Cap Index",,"Large Cap Index","0.701265 shares @ 46.38759955","0.701265","32.53","-32.53","Home Depot 401(k)"
﻿,,"8/20/2015","Buy","Large Cap Index",,"Large Cap Index","0.717027 shares @ 45.36788712","0.717027","32.53","-32.53","Home Depot 401(k)"
﻿,,"9/3/2015","Buy","Large Cap Index",,"Large Cap Index","0.747456 shares @ 43.52095642","0.747456","32.53","-32.53","Home Depot 401(k)"
﻿,,"9/17/2015","Buy","Large Cap Index",,"Large Cap Index","0.732109 shares @ 44.43327428","0.732109","32.53","-32.53","Home Depot 401(k)"
﻿,,"9/22/2015","Buy","Large Cap Index",,"Large Cap Index","0.396085 shares @ 43.37452819","0.396085","17.18","-17.18","Home Depot 401(k)"
﻿,,"10/1/2015","Buy","Large Cap Index",,"Large Cap Index","0.756948 shares @ 42.97521098","0.756948","32.53","-32.53","Home Depot 401(k)"
﻿,,"10/15/2015","Buy","Large Cap Index",,"Large Cap Index","2.036961 shares @ 45.24387065","2.036961","92.16","-92.16","Home Depot 401(k)"
﻿,,"10/29/2015","Buy","Large Cap Index",,"Large Cap Index","1.972243 shares @ 46.72852179","1.972243","92.16","-92.16","Home Depot 401(k)"
﻿,,"11/12/2015","Buy","Large Cap Index",,"Large Cap Index","2.011511 shares @ 45.81630426","2.011511","92.16","-92.16","Home Depot 401(k)"
﻿,,"11/27/2015","Buy","Large Cap Index",,"Large Cap Index","1.966984 shares @ 46.85345687","1.966984","92.16","-92.16","Home Depot 401(k)"
﻿,,"12/10/2015","Buy","Large Cap Index",,"Large Cap Index","2.001912 shares @ 46.03598959","2.001912","92.16","-92.16","Home Depot 401(k)"
﻿,,"12/24/2015","Buy","Large Cap Index",,"Large Cap Index","1.991963 shares @ 46.2659196","1.991963","92.16","-92.16","Home Depot 401(k)"
﻿,,"1/7/2016","Buy","Large Cap Index",,"Large Cap Index","2.11091 shares @ 43.65889593","2.11091","92.16","-92.16","Home Depot 401(k)"
﻿,,"1/21/2016","Buy","Large Cap Index",,"Large Cap Index","2.45187 shares @ 42.0087525","2.45187","103.00","-103.00","Home Depot 401(k)"
﻿,,"2/4/2016","Buy","Large Cap Index",,"Large Cap Index","2.390502 shares @ 43.0871842","2.390502","103.00","-103.00","Home Depot 401(k)"
﻿,,"2/18/2016","Buy","Large Cap Index",,"Large Cap Index","2.383988 shares @ 43.20491546","2.383988","103.00","-103.00","Home Depot 401(k)"
﻿,,"3/3/2016","Buy","Large Cap Index",,"Large Cap Index","2.291469 shares @ 44.94933163","2.291469","103.00","-103.00","Home Depot 401(k)"
﻿,,"3/15/2016","Buy","Large Cap Index",,"Large Cap Index","1.415063 shares @ 45.49620759","1.415063","64.38","-64.38","Home Depot 401(k)"
﻿,,"3/17/2016","Buy","Large Cap Index",,"Large Cap Index","2.236417 shares @ 46.0558116","2.236417","103.00","-103.00","Home Depot 401(k)"
﻿,,"3/31/2016","Buy","Large Cap Index",,"Large Cap Index","2.21459 shares @ 46.50973769","2.21459","103.00","-103.00","Home Depot 401(k)"
﻿,,"4/14/2016","Buy","Large Cap Index",,"Large Cap Index","2.188146 shares @ 47.07181331","2.188146","103.00","-103.00","Home Depot 401(k)"
﻿,,"4/28/2016","Buy","Large Cap Index",,"Large Cap Index","2.194989 shares @ 46.92506432","2.194989","103.00","-103.00","Home Depot 401(k)"
﻿,,"5/12/2016","Buy","Large Cap Index",,"Large Cap Index","2.270677 shares @ 46.71734465","2.270677","106.08","-106.08","Home Depot 401(k)"
﻿,,"5/26/2016","Buy","Large Cap Index",,"Large Cap Index","2.240072 shares @ 47.35562071","2.240072","106.08","-106.08","Home Depot 401(k)"
﻿,,"6/9/2016","Buy","Large Cap Index",,"Large Cap Index","2.211483 shares @ 47.96781164","2.211483","106.08","-106.08","Home Depot 401(k)"
﻿,,"6/23/2016","Buy","Large Cap Index",,"Large Cap Index","2.212138 shares @ 47.95360868","2.212138","106.08","-106.08","Home Depot 401(k)"
﻿,,"7/7/2016","Buy","Large Cap Index",,"Large Cap Index","2.226109 shares @ 47.65265313","2.226109","106.08","-106.08","Home Depot 401(k)"
﻿,,"7/21/2016","Buy","Large Cap Index",,"Large Cap Index","2.156309 shares @ 49.19517565","2.156309","106.08","-106.08","Home Depot 401(k)"
﻿,,"8/4/2016","Buy","Large Cap Index",,"Large Cap Index","2.179806 shares @ 49.21080133","2.179806","107.27","-107.27","Home Depot 401(k)"
﻿,,"8/18/2016","Buy","Large Cap Index",,"Large Cap Index","2.130533 shares @ 49.79035762","2.130533","106.08","-106.08","Home Depot 401(k)"
﻿,,"9/1/2016","Buy","Large Cap Index",,"Large Cap Index","2.144798 shares @ 49.45920315","2.144798","106.08","-106.08","Home Depot 401(k)"
﻿,,"9/15/2016","Buy","Large Cap Index",,"Large Cap Index","2.166382 shares @ 48.96643344","2.166382","106.08","-106.08","Home Depot 401(k)"
﻿,,"9/20/2016","Buy","Large Cap Index",,"Large Cap Index","1.169136 shares @ 48.79671826","1.169136","57.05","-57.05","Home Depot 401(k)"
﻿,,"9/29/2016","Buy","Large Cap Index",,"Large Cap Index","2.161523 shares @ 49.07650763","2.161523","106.08","-106.08","Home Depot 401(k)"
﻿,,"10/13/2016","Buy","Large Cap Index",,"Large Cap Index","2.178761 shares @ 48.68822234","2.178761","106.08","-106.08","Home Depot 401(k)"
﻿,,"10/27/2016","Buy","Large Cap Index",,"Large Cap Index","2.177648 shares @ 48.71310699","2.177648","106.08","-106.08","Home Depot 401(k)"
﻿,,"11/10/2016","Buy","Large Cap Index",,"Large Cap Index","2.140288 shares @ 49.56342324","2.140288","106.08","-106.08","Home Depot 401(k)"
﻿,,"11/25/2016","Buy","Large Cap Index",,"Large Cap Index","2.093957 shares @ 50.66006609","2.093957","106.08","-106.08","Home Depot 401(k)"
﻿,,"12/8/2016","Buy","Large Cap Index",,"Large Cap Index","2.061232 shares @ 51.46436694","2.061232","106.08","-106.08","Home Depot 401(k)"
﻿,,"12/22/2016","Buy","Large Cap Index",,"Large Cap Index","2.046373 shares @ 51.83805689","2.046373","106.08","-106.08","Home Depot 401(k)"
﻿,,"1/5/2017","Buy","Large Cap Index",,"Large Cap Index","2.037938 shares @ 52.05261397","2.037938","106.08","-106.08","Home Depot 401(k)"
﻿,,"1/19/2017","Buy","Large Cap Index",,"Large Cap Index","2.256621 shares @ 51.96264681","2.256621","117.26","-117.26","Home Depot 401(k)"
﻿,,"2/2/2017","Buy","Large Cap Index",,"Large Cap Index","2.238694 shares @ 52.37875297","2.238694","117.26","-117.26","Home Depot 401(k)"
﻿,,"2/16/2017","Buy","Large Cap Index",,"Large Cap Index","2.172193 shares @ 53.98231188","2.172193","117.26","-117.26","Home Depot 401(k)"
﻿,,"3/2/2017","Buy","Large Cap Index",,"Large Cap Index","2.138718 shares @ 54.82723763","2.138718","117.26","-117.26","Home Depot 401(k)"
﻿,,"3/16/2017","Buy","Large Cap Index",,"Large Cap Index","2.137366 shares @ 54.86191883","2.137366","117.26","-117.26","Home Depot 401(k)"
﻿,,"3/21/2017","Buy","Large Cap Index",,"Large Cap Index","0.990425 shares @ 54.00711816","0.990425","53.49","-53.49","Home Depot 401(k)"
﻿,,"3/30/2017","Buy","Large Cap Index",,"Large Cap Index","2.148588 shares @ 54.57537695","2.148588","117.26","-117.26","Home Depot 401(k)"
﻿,,"4/13/2017","Buy","Large Cap Index",,"Large Cap Index","2.182908 shares @ 53.71733486","2.182908","117.26","-117.26","Home Depot 401(k)"
﻿,,"4/27/2017","Buy","Large Cap Index",,"Large Cap Index","2.127591 shares @ 55.11397632","2.127591","117.26","-117.26","Home Depot 401(k)"
﻿,,"5/11/2017","Buy","Large Cap Index",,"Large Cap Index","2.166418 shares @ 55.31250202","2.166418","119.83","-119.83","Home Depot 401(k)"
﻿,,"5/25/2017","Buy","Large Cap Index",,"Large Cap Index","2.14605 shares @ 55.83746884","2.14605","119.83","-119.83","Home Depot 401(k)"
﻿,,"6/8/2017","Buy","Large Cap Growth",,"Large Cap Growth","4.158778 shares @ 28.81134795","4.158778","119.82","-119.82","Home Depot 401(k)"
﻿,,"6/22/2017","Buy","Large Cap Growth",,"Large Cap Growth","4.160703 shares @ 28.79801803","4.160703","119.82","-119.82","Home Depot 401(k)"
﻿,,"7/6/2017","Buy","Large Cap Growth",,"Large Cap Growth","4.24617 shares @ 28.21837091","4.24617","119.82","-119.82","Home Depot 401(k)"
﻿,,"7/20/2017","Buy","Large Cap Growth",,"Large Cap Growth","4.050499 shares @ 29.58154045","4.050499","119.82","-119.82","Home Depot 401(k)"
﻿,,"8/3/2017","Buy","Large Cap Growth",,"Large Cap Growth","4.042805 shares @ 29.63783809","4.042805","119.82","-119.82","Home Depot 401(k)"
﻿,,"8/17/2017","Buy","Large Cap Growth",,"Large Cap Growth","4.090941 shares @ 29.28910488","4.090941","119.82","-119.82","Home Depot 401(k)"
﻿,,"8/31/2017","Buy","Large Cap Growth",,"Large Cap Growth","3.979958 shares @ 30.10584534","3.979958","119.82","-119.82","Home Depot 401(k)"
﻿,,"9/14/2017","Buy","Large Cap Growth",,"Large Cap Growth","3.957924 shares @ 30.27344638","3.957924","119.82","-119.82","Home Depot 401(k)"
﻿,,"9/19/2017","Buy","Large Cap Growth",,"Large Cap Growth","2.00823 shares @ 30.27043715","2.00823","60.79","-60.79","Home Depot 401(k)"
﻿,,"9/28/2017","Buy","Large Cap Growth",,"Large Cap Growth","3.966455 shares @ 30.20833465","3.966455","119.82","-119.82","Home Depot 401(k)"
﻿,,"10/12/2017","Buy","Large Cap Growth",,"Large Cap Growth","3.839227 shares @ 31.20940752","3.839227","119.82","-119.82","Home Depot 401(k)"
﻿,,"10/26/2017","Buy","Large Cap Growth",,"Large Cap Growth","3.83735 shares @ 31.22467328","3.83735","119.82","-119.82","Home Depot 401(k)"
﻿,,"11/9/2017","Buy","Large Cap Index",,"Large Cap Index","1.988919 shares @ 60.24378067","1.988919","119.82","-119.82","Home Depot 401(k)"
﻿,,"11/24/2017","Buy","Large Cap Index",,"Large Cap Index","1.972846 shares @ 60.73459358","1.972846","119.82","-119.82","Home Depot 401(k)"
﻿,,"12/7/2017","Buy","Large Cap Index",,"Large Cap Index","1.945197 shares @ 61.59787415","1.945197","119.82","-119.82","Home Depot 401(k)"
﻿,,"12/21/2017","Buy","Large Cap Index",,"Large Cap Index","1.909613 shares @ 62.74569769","1.909613","119.82","-119.82","Home Depot 401(k)"
﻿,,"1/3/2018","Buy","Large Cap Index",,"Large Cap Index","24.089661 shares @ 63.43551285","24.089661","1,528.14","-1,528.14","Home Depot 401(k)"
﻿,,"1/3/2018","Sell","Large Cap Growth",,"Large Cap Growth","46.33904 shares @ 33.4109209","-46.33904","-1,548.23","1,548.23","Home Depot 401(k)"
﻿,,"1/4/2018","Buy","Large Cap Index",,"Large Cap Index","1.880879 shares @ 63.70425742","1.880879","119.82","-119.82","Home Depot 401(k)"
﻿,,"1/18/2018","Buy","Large Cap Index",,"Large Cap Index","2.004712 shares @ 65.46576266","2.004712","131.24","-131.24","Home Depot 401(k)"
﻿,,"2/1/2018","Buy","Large Cap Index",,"Large Cap Index","1.986846 shares @ 66.05444005","1.986846","131.24","-131.24","Home Depot 401(k)"
﻿,,"2/15/2018","Buy","Large Cap Index",,"Large Cap Index","2.050209 shares @ 64.01298599","2.050209","131.24","-131.24","Home Depot 401(k)"
﻿,,"3/1/2018","Buy","Large Cap Index",,"Large Cap Index","2.089526 shares @ 62.80850298","2.089526","131.24","-131.24","Home Depot 401(k)"
﻿,,"3/15/2018","Buy","Large Cap Index",,"Large Cap Index","2.034799 shares @ 64.49777103","2.034799","131.24","-131.24","Home Depot 401(k)"
﻿,,"3/20/2018","Buy","Large Cap Index",,"Large Cap Index","1.153373 shares @ 63.78682352","1.153373","73.57","-73.57","Home Depot 401(k)"
﻿,,"3/29/2018","Buy","Large Cap Index",,"Large Cap Index","2.116033 shares @ 62.02171705","2.116033","131.24","-131.24","Home Depot 401(k)"
﻿,,"4/12/2018","Buy","Large Cap Index",,"Large Cap Index","2.096104 shares @ 62.61139714","2.096104","131.24","-131.24","Home Depot 401(k)"
﻿,,"4/26/2018","Buy","Large Cap Index",,"Large Cap Index","2.093318 shares @ 62.69472674","2.093318","131.24","-131.24","Home Depot 401(k)"
﻿,,"5/10/2018","Buy","Large Cap Index",,"Large Cap Index","2.07685 shares @ 64.05855021","2.07685","133.04","-133.04","Home Depot 401(k)"
﻿,,"5/24/2018","Buy","Large Cap Index",,"Large Cap Index","2.099069 shares @ 64.24276667","2.099069","134.85","-134.85","Home Depot 401(k)"
﻿,,"6/7/2018","Buy","Large Cap Index",,"Large Cap Index","2.064907 shares @ 65.30560456","2.064907","134.85","-134.85","Home Depot 401(k)"
﻿,,"6/21/2018","Buy","Large Cap Index",,"Large Cap Index","2.259729 shares @ 64.86175997","2.259729","146.57","-146.57","Home Depot 401(k)"
﻿,,"7/5/2018","Buy","Large Cap Index",,"Large Cap Index","2.269538 shares @ 64.58142582","2.269538","146.57","-146.57","Home Depot 401(k)"
﻿,,"7/19/2018","Buy","Large Cap Index",,"Large Cap Index","2.213224 shares @ 66.22465688","2.213224","146.57","-146.57","Home Depot 401(k)"
﻿,,"8/2/2018","Buy","Large Cap Index",,"Large Cap Index","2.194817 shares @ 66.78005501","2.194817","146.57","-146.57","Home Depot 401(k)"
﻿,,"8/16/2018","Buy","Large Cap Index",,"Large Cap Index","2.181435 shares @ 67.18971686","2.181435","146.57","-146.57","Home Depot 401(k)"
﻿,,"8/30/2018","Buy","Large Cap Index",,"Large Cap Index","2.134726 shares @ 68.65986548","2.134726","146.57","-146.57","Home Depot 401(k)"
﻿,,"9/13/2018","Buy","Large Cap Index",,"Large Cap Index","2.130621 shares @ 68.79215027","2.130621","146.57","-146.57","Home Depot 401(k)"
﻿,,"9/14/2018","Buy","Large Cap Index",,"Large Cap Index","0.993883 shares @ 68.82097792","0.993883","68.40","-68.40","Home Depot 401(k)"
﻿,,"9/27/2018","Buy","Large Cap Index",,"Large Cap Index","2.140504 shares @ 69.05850211","2.140504","147.82","-147.82","Home Depot 401(k)"
﻿,,"10/11/2018","Buy","Large Cap Index",,"Large Cap Index","2.265453 shares @ 64.6978772","2.265453","146.57","-146.57","Home Depot 401(k)"
﻿,,"10/25/2018","Buy","Large Cap Index",,"Large Cap Index","2.283882 shares @ 64.17581994","2.283882","146.57","-146.57","Home Depot 401(k)"
﻿,,"11/8/2018","Buy","Large Cap Index",,"Large Cap Index","2.198883 shares @ 66.65657063","2.198883","146.57","-146.57","Home Depot 401(k)"
﻿,,"11/23/2018","Buy","Large Cap Index",,"Large Cap Index","2.342003 shares @ 62.583182","2.342003","146.57","-146.57","Home Depot 401(k)"
﻿,,"12/6/2018","Buy","Large Cap Index",,"Large Cap Index","2.284828 shares @ 64.14924887","2.284828","146.57","-146.57","Home Depot 401(k)"
﻿,,"12/20/2018","Buy","Large Cap Index",,"Large Cap Index","2.494413 shares @ 58.75931532","2.494413","146.57","-146.57","Home Depot 401(k)"
﻿,,"1/3/2019","Buy","Large Cap Index",,"Large Cap Index","2.647081 shares @ 58.33595572","2.647081","154.42","-154.42","Home Depot 401(k)"
﻿,,"1/17/2019","Buy","Large Cap Index",,"Large Cap Index","2.653243 shares @ 62.85515499","2.653243","166.77","-166.77","Home Depot 401(k)"
﻿,,"1/31/2019","Buy","Large Cap Index",,"Large Cap Index","2.585256 shares @ 64.50811834","2.585256","166.77","-166.77","Home Depot 401(k)"
﻿,,"2/14/2019","Buy","Large Cap Index",,"Large Cap Index","1.601237 shares @ 65.58054804","1.601237","105.01","-105.01","Home Depot 401(k)"
﻿,,"2/28/2019","Buy","Large Cap Index",,"Large Cap Index","1.577309 shares @ 66.5754142","1.577309","105.01","-105.01","Home Depot 401(k)"
﻿,,"3/14/2019","Buy","Large Cap Index",,"Large Cap Index","1.562327 shares @ 67.21384192","1.562327","105.01","-105.01","Home Depot 401(k)"
﻿,,"3/22/2019","Buy","Large Cap Index",,"Large Cap Index","0.65057 shares @ 67.04889558","0.65057","43.62","-43.62","Home Depot 401(k)"
﻿,,"3/28/2019","Buy","Large Cap Index",,"Large Cap Index","1.557633 shares @ 67.41639398","1.557633","105.01","-105.01","Home Depot 401(k)"
﻿,,"4/11/2019","Buy","Large Cap Index",,"Large Cap Index","1.517249 shares @ 69.21078874","1.517249","105.01","-105.01","Home Depot 401(k)"
﻿,,"4/25/2019","Buy","Large Cap Index",,"Large Cap Index","1.497206 shares @ 70.13730909","1.497206","105.01","-105.01","Home Depot 401(k)"
﻿,,"5/9/2019","Buy","Large Cap Index",,"Large Cap Index","1.54411 shares @ 68.85519814","1.54411","106.32","-106.32","Home Depot 401(k)"
﻿,,"5/23/2019","Buy","Large Cap Index",,"Large Cap Index","1.588101 shares @ 67.7727676","1.588101","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/6/2019","Buy","Large Cap Index",,"Large Cap Index","1.57477 shares @ 68.34648869","1.57477","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/20/2019","Buy","Large Cap Index",,"Large Cap Index","1.514717 shares @ 71.05617749","1.514717","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/5/2019","Buy","Large Cap Index",,"Large Cap Index","1.49548 shares @ 71.97020355","1.49548","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/18/2019","Buy","Large Cap Index",,"Large Cap Index","1.4923 shares @ 72.12356765","1.4923","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/1/2019","Buy","Large Cap Index",,"Large Cap Index","1.512802 shares @ 71.14612487","1.512802","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/15/2019","Buy","Large Cap Index",,"Large Cap Index","1.567029 shares @ 68.68411497","1.567029","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/29/2019","Buy","Large Cap Index",,"Large Cap Index","1.524754 shares @ 70.58843591","1.524754","107.63","-107.63","Home Depot 401(k)"
﻿,,"9/12/2019","Buy","Large Cap Index",,"Large Cap Index","1.480423 shares @ 72.7021939","1.480423","107.63","-107.63","Home Depot 401(k)"
﻿,,"9/19/2019","Buy","Large Cap Index",,"Large Cap Index","0.523805 shares @ 72.66062752","0.523805","38.06","-38.06","Home Depot 401(k)"
﻿,,"9/26/2019","Buy","Large Cap Index",,"Large Cap Index","1.513164 shares @ 71.96840528","1.513164","108.90","-108.90","Home Depot 401(k)"
﻿,,"10/10/2019","Buy","Large Cap Index",,"Large Cap Index","1.514402 shares @ 71.07095738","1.514402","107.63","-107.63","Home Depot 401(k)"
﻿,,"10/24/2019","Buy","Large Cap Index",,"Large Cap Index","1.477856 shares @ 72.82847585","1.477856","107.63","-107.63","Home Depot 401(k)"
﻿,,"11/7/2019","Buy","Large Cap Index",,"Large Cap Index","1.440442 shares @ 74.72012063","1.440442","107.63","-107.63","Home Depot 401(k)"
﻿,,"11/21/2019","Buy","Large Cap Index",,"Large Cap Index","1.430498 shares @ 75.23953197","1.430498","107.63","-107.63","Home Depot 401(k)"
﻿,,"12/5/2019","Buy","Large Cap Index",,"Large Cap Index","1.42281 shares @ 75.64608064","1.42281","107.63","-107.63","Home Depot 401(k)"
﻿,,"12/19/2019","Buy","Large Cap Index",,"Large Cap Index","1.382876 shares @ 77.83055024","1.382876","107.63","-107.63","Home Depot 401(k)"
﻿,,"1/3/2020","Buy","Large Cap Index",,"Large Cap Index","1.369439 shares @ 78.59422727","1.369439","107.63","-107.63","Home Depot 401(k)"
﻿,,"1/16/2020","Buy","Large Cap Index",,"Large Cap Index","1.491917 shares @ 80.62780972","1.491917","120.29","-120.29","Home Depot 401(k)"
﻿,,"1/30/2020","Buy","Large Cap Index",,"Large Cap Index","1.50641 shares @ 79.8520987","1.50641","120.29","-120.29","Home Depot 401(k)"
﻿,,"2/13/2020","Buy","Large Cap Index",,"Large Cap Index","1.464679 shares @ 82.12721013","1.464679","120.29","-120.29","Home Depot 401(k)"
﻿,,"2/27/2020","Buy","Large Cap Index",,"Large Cap Index","1.657727 shares @ 72.56321457","1.657727","120.29","-120.29","Home Depot 401(k)"
﻿,,"3/12/2020","Buy","Large Cap Index",,"Large Cap Index","1.988778 shares @ 60.48437784","1.988778","120.29","-120.29","Home Depot 401(k)"
﻿,,"3/26/2020","Buy","Large Cap Index",,"Large Cap Index","0.668608 shares @ 64.19306978","0.668608","42.92","-42.92","Home Depot 401(k)"
﻿,,"3/26/2020","Buy","Large Cap Index",,"Large Cap Index","1.183461 shares @ 64.19307438","1.183461","75.97","-75.97","Home Depot 401(k)"
﻿,,"3/26/2020","Buy","Large Cap Index",,"Large Cap Index","0.690417 shares @ 64.1930891","0.690417","44.32","-44.32","Home Depot 401(k)"
﻿,,"4/9/2020","Buy","Large Cap Index",,"Large Cap Index","1.764758 shares @ 68.16232027","1.764758","120.29","-120.29","Home Depot 401(k)"
﻿,,"4/23/2020","Buy","Large Cap Index",,"Large Cap Index","1.759076 shares @ 68.38249172","1.759076","120.29","-120.29","Home Depot 401(k)"
