Investing Report Created: 2023-09-23 08:16:00 -0400
,
﻿Filter Criteria:,All Dates
,All Investing Accounts
,Any Type
,Any Status
,All Investing Accounts
,
﻿,"Split","Date","Type","Security","Symbol","Security/Payee","Description/Category","Shares","Invest Amt","Amount","Account"
﻿,,"5/1/2019","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"51.00","z Jane IRA"
﻿,,"5/1/2019","Dividend Income","General Mills, Inc. Common Stock","GIS","General Mills, Inc. Common Stock","Investments:Dividend Income",,,"49.00","z Jane IRA"
﻿,,"5/1/2019","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"41.00","z Jane IRA"
﻿,,"5/1/2019","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"357.00","Fidelity IRA"
﻿,,"5/1/2019","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"123.00","Fidelity IRA"
﻿,,"5/9/2019","Payment/Deposit","",,"Home Depot Produ","401k",,,"250.15","Home Depot 401(k)"
﻿,,"5/9/2019","Payment/Deposit","",,"Home Depot Produ","ESPP",,,"300.19","HD ESPP"
﻿,,"5/9/2019","Payment/Deposit","",,"Home Depot Produ","401k",,,"175.12","Home Depot 401(k)"
﻿,,"5/9/2019","Buy","Balanced",,"Balanced","2.71537 shares @ 39.15488497","2.71537","106.32","-106.32","Home Depot 401(k)"
﻿,,"5/9/2019","Buy","Large Cap Index",,"Large Cap Index","1.54411 shares @ 68.85519814","1.54411","106.32","-106.32","Home Depot 401(k)"
﻿,,"5/9/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","9.549947 shares @ 11.13304608","9.549947","106.32","-106.32","Home Depot 401(k)"
﻿,,"5/9/2019","Buy","International Equity Index",,"International Equity Index","11.059247 shares @ 9.6127702","11.059247","106.31","-106.31","Home Depot 401(k)"
﻿,,"5/13/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"-0.15","z Jane IRA"
﻿,,"5/13/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"19.79","z Jane IRA"
﻿,,"5/15/2019","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"74.59","z Ameritrade IRA"
﻿,,"5/15/2019","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"74.59","Fidelity IRA"
﻿,,"5/15/2019","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"74.59","z Jane IRA"
﻿,,"5/16/2019","Dividend Income","APPLE INC COM","AAPL","APPLE INC COM","Investments:Dividend Income",,,"77.00","z Ameritrade IRA"
﻿,,"5/20/2019","Dividend Income","Energy Transfer LP Common Units","ET","Energy Transfer LP Common Units","Investments:Dividend Income",,,"58.56","z Jane IRA"
﻿,,"5/23/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"303.90","HD ESPP"
﻿,,"5/23/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"5/23/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"5/23/2019","Buy","Balanced",,"Balanced","2.767103 shares @ 38.89627527","2.767103","107.63","-107.63","Home Depot 401(k)"
﻿,,"5/23/2019","Buy","Large Cap Index",,"Large Cap Index","1.588101 shares @ 67.7727676","1.588101","107.63","-107.63","Home Depot 401(k)"
﻿,,"5/23/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","10.013391 shares @ 10.7496052","10.013391","107.64","-107.64","Home Depot 401(k)"
﻿,,"5/23/2019","Buy","International Equity Index",,"International Equity Index","11.384433 shares @ 9.45413794","11.384433","107.63","-107.63","Home Depot 401(k)"
﻿,,"5/23/2019","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"18.00","z Jane IRA"
﻿,,"5/24/2019","Dividend Income","NESTLE SA REG SHARES S (PC)","NSRGY","NESTLE SA REG SHARES S (PC)","Investments:Dividend Income",,,"-36.35","z Ameritrade IRA"
﻿,,"5/24/2019","Dividend Income","NESTLE SA REG SHARES S (PC)","NSRGY","NESTLE SA REG SHARES S (PC)","Investments:Dividend Income",,,"-2.50","z Ameritrade IRA"
﻿,,"5/24/2019","Dividend Income","NESTLE SA REG SHARES S (PC)","NSRGY","NESTLE SA REG SHARES S (PC)","Investments:Dividend Income",,,"242.35","z Ameritrade IRA"
﻿,,"5/30/2019","Buy","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","13.232 shares @ 13.03960097","13.232","172.54","-172.54","z Ameritrade IRA"
﻿,,"5/30/2019","Dividend Income","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","Investments:Dividend Income",,,"172.54","z Ameritrade IRA"
﻿,,"5/31/2019","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.21","z Ameritrade IRA"
﻿,,"5/31/2019","Dividend Income","Chatham Lodging Trust (REIT) Common Shar","CLDT","Chatham Lodging Trust (REIT) Common Shar","Investments:Dividend Income",,,"22.00","z Ameritrade IRA"
﻿,,"5/31/2019","Buy","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","7.284 shares @ 9.78995058","7.284","71.31","-71.31","Fidelity IRA"
﻿,,"5/31/2019","Buy","FIDELITY INVESTMENT GRADE","FBNDX","FIDELITY INVESTMENT GRADE","6.374 shares @ 7.99027298","6.374","50.93","-50.93","Fidelity IRA"
﻿,,"5/31/2019","Buy","FIDELITY TOTAL BOND","FTBFX","FIDELITY TOTAL BOND","5.918 shares @ 10.67083474","5.918","63.15","-63.15","Fidelity IRA"
﻿,,"5/31/2019","Dividend Income","Chatham Lodging Trust (REIT) Common Shar","CLDT","Chatham Lodging Trust (REIT) Common Shar","Investments:Dividend Income",,,"11.00","Fidelity IRA"
﻿,,"5/31/2019","Dividend Income","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","Investments:Dividend Income",,,"71.31","Fidelity IRA"
﻿,,"5/31/2019","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"7.97","Fidelity IRA"
﻿,,"5/31/2019","Dividend Income","FIDELITY INVESTMENT GRADE","FBNDX","FIDELITY INVESTMENT GRADE","Investments:Dividend Income",,,"50.93","Fidelity IRA"
﻿,,"5/31/2019","Dividend Income","FIDELITY TOTAL BOND","FTBFX","FIDELITY TOTAL BOND","Investments:Dividend Income",,,"63.15","Fidelity IRA"
﻿,,"5/31/2019","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"1.14","z Jane IRA"
﻿,,"6/1/2019","Dividend Income","INTEL CORP COM","INTC","INTEL CORP COM","Investments:Dividend Income",,,"63.00","Fidelity IRA"
﻿,,"6/3/2019","Dividend Income","WELLS FARGO & CO NEW COM","WFC","WELLS FARGO & CO NEW COM","Investments:Dividend Income",,,"90.00","z Ameritrade IRA"
﻿,,"6/3/2019","Dividend Income","INTEL CORP COM","INTC","INTEL CORP COM","Investments:Dividend Income",,,"63.00","z Ameritrade IRA"
﻿,,"6/6/2019","Dividend Income","SOUTHERN CO","SO","SOUTHERN CO","Investments:Dividend Income",,,"263.50","z Ameritrade IRA"
﻿,,"6/6/2019","Buy","Balanced",,"Balanced","2.743773 shares @ 39.22700602","2.743773","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/6/2019","Buy","Large Cap Index",,"Large Cap Index","1.57477 shares @ 68.34648869","1.57477","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/6/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","9.918939 shares @ 10.85196713","9.918939","107.64","-107.64","Home Depot 401(k)"
﻿,,"6/6/2019","Buy","International Equity Index",,"International Equity Index","11.252561 shares @ 9.56493371","11.252561","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/6/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"6/6/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"303.90","HD ESPP"
﻿,,"6/6/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"6/7/2019","Buy","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","6.738 shares @ 9.86939745","6.738","66.50","-66.50","Fidelity IRA"
﻿,,"6/7/2019","Dividend Income","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","Investments:Dividend Income",,,"66.50","Fidelity IRA"
﻿,,"6/7/2019","Dividend Income","PFIZER INC COM","PFE","PFIZER INC COM","Investments:Dividend Income",,,"36.00","z Jane IRA"
﻿,,"6/10/2019","Dividend Income","EMERSON ELEC CO COM","EMR","EMERSON ELEC CO COM","Investments:Dividend Income",,,"49.00","z Ameritrade IRA"
﻿,,"6/10/2019","Dividend Income","Norfolk Southern","NSC","Norfolk Southern","Investments:Dividend Income",,,"172.00","Fidelity IRA"
﻿,,"6/10/2019","Dividend Income","International Business Machines Corporat","IBM","International Business Machines Corporat","Investments:Dividend Income",,,"81.00","z Jane IRA"
﻿,,"6/11/2019","Dividend Income","JOHNSON & JOHNSON COM","JNJ","JOHNSON & JOHNSON COM","Investments:Dividend Income",,,"95.00","z Jane IRA"
﻿,,"6/12/2019","Dividend Income","3M Corp (MMM)","MMM","3M Corp (MMM)","Investments:Dividend Income",,,"144.00","Fidelity IRA"
﻿,,"6/12/2019","Reinvest Dividend","Home Depot","HD","Home Depot","0.162637 shares @ 218.64643347","0.162637","35.56","0.00","HD ESPP"
﻿,,"6/13/2019","Dividend Income","Microsoft Corp","MSFT","Microsoft Corp","Investments:Dividend Income",,,"46.00","z Ameritrade IRA"
﻿,,"6/13/2019","Dividend Income","Microsoft Corp","MSFT","Microsoft Corp","Investments:Dividend Income",,,"46.00","z Jane IRA"
﻿,,"6/14/2019","Dividend Income","KRAFT HEINZ CO COM","KHC","KRAFT HEINZ CO COM","Investments:Dividend Income",,,"18.40","z Ameritrade IRA"
﻿,,"6/14/2019","Dividend Income","CSX Corp","CSX","CSX Corp","Investments:Dividend Income",,,"120.00","Fidelity IRA"
﻿,,"6/14/2019","Dividend Income","KRAFT HEINZ CO COM","KHC","KRAFT HEINZ CO COM","Investments:Dividend Income",,,"22.40","z Jane IRA"
﻿,,"6/14/2019","Dividend Income","CENTURYLINK INC COM","CTL","CENTURYLINK INC COM","Investments:Dividend Income",,,"17.50","z Jane IRA"
﻿,,"6/20/2019","Buy","Balanced",,"Balanced","2.668561 shares @ 40.33259873","2.668561","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/20/2019","Buy","Large Cap Index",,"Large Cap Index","1.514717 shares @ 71.05617749","1.514717","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/20/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","9.56257 shares @ 11.25638819","9.56257","107.64","-107.64","Home Depot 401(k)"
﻿,,"6/20/2019","Buy","International Equity Index",,"International Equity Index","10.834298 shares @ 9.93419232","10.834298","107.63","-107.63","Home Depot 401(k)"
﻿,,"6/20/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"6/20/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"303.90","HD ESPP"
﻿,,"6/20/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"6/20/2019","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"18.00","z Jane IRA"
﻿,,"6/27/2019","Buy","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","11.997 shares @ 13.23997666","11.997","158.84","-158.84","z Ameritrade IRA"
﻿,,"6/27/2019","Dividend Income","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","Investments:Dividend Income",,,"158.84","z Ameritrade IRA"
﻿,,"6/28/2019","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.24","z Ameritrade IRA"
﻿,,"6/28/2019","Dividend Income","Chatham Lodging Trust (REIT) Common Shar","CLDT","Chatham Lodging Trust (REIT) Common Shar","Investments:Dividend Income",,,"22.00","z Ameritrade IRA"
﻿,,"6/28/2019","Dividend Income","Union Pacific Railroad","UNP","Union Pacific Railroad","Investments:Dividend Income",,,"176.00","z Ameritrade IRA"
﻿,,"6/28/2019","Buy","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","6.824 shares @ 10.00","6.824","68.24","-68.24","Fidelity IRA"
﻿,,"6/28/2019","Buy","FIDELITY INVESTMENT GRADE","FBNDX","FIDELITY INVESTMENT GRADE","5.988 shares @ 8.08951236","5.988","48.44","-48.44","Fidelity IRA"
﻿,,"6/28/2019","Buy","FIDELITY TOTAL BOND","FTBFX","FIDELITY TOTAL BOND","5.704 shares @ 10.79067321","5.704","61.55","-61.55","Fidelity IRA"
﻿,,"6/28/2019","Dividend Income","Chatham Lodging Trust (REIT) Common Shar","CLDT","Chatham Lodging Trust (REIT) Common Shar","Investments:Dividend Income",,,"11.00","Fidelity IRA"
﻿,,"6/28/2019","Dividend Income","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","Investments:Dividend Income",,,"68.24","Fidelity IRA"
﻿,,"6/28/2019","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"8.21","Fidelity IRA"
﻿,,"6/28/2019","Dividend Income","FIDELITY INVESTMENT GRADE","FBNDX","FIDELITY INVESTMENT GRADE","Investments:Dividend Income",,,"48.44","Fidelity IRA"
﻿,,"6/28/2019","Dividend Income","FIDELITY TOTAL BOND","FTBFX","FIDELITY TOTAL BOND","Investments:Dividend Income",,,"61.55","Fidelity IRA"
﻿,,"6/28/2019","Dividend Income","PEPSICO INC","PEP","PEPSICO INC","Investments:Dividend Income",,,"191.00","Fidelity IRA"
﻿,,"6/28/2019","Dividend Income","Union Pacific Railroad","UNP","Union Pacific Railroad","Investments:Dividend Income",,,"176.00","Fidelity IRA"
﻿,,"6/28/2019","Buy","Home Depot","HD","Home Depot","22.6468 shares @ 176.77508522","22.6468","4,003.39","-4,003.39","HD ESPP"
﻿,,"6/28/2019","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"1.12","z Jane IRA"
﻿,,"6/28/2019","Dividend Income","GOLUB CAP BDC INC COM","GBDC","GOLUB CAP BDC INC COM","Investments:Dividend Income",,,"32.00","z Jane IRA"
﻿,,"7/1/2019","Dividend Income","Coca-Cola Co","KO","Coca-Cola Co","Investments:Dividend Income",,,"80.00","z Jane IRA"
﻿,,"7/3/2019","Dividend Income","SEAGATE TECHNOLOGY PLC SHS","STX","SEAGATE TECHNOLOGY PLC SHS","Investments:Dividend Income",,,"126.00","z Ameritrade IRA"
﻿,,"7/3/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"7/3/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"405.19","HD ESPP"
﻿,,"7/3/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"7/5/2019","Buy","Balanced",,"Balanced","2.647776 shares @ 40.649209","2.647776","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/5/2019","Buy","Large Cap Index",,"Large Cap Index","1.49548 shares @ 71.97020355","1.49548","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/5/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","9.442851 shares @ 11.3990997","9.442851","107.64","-107.64","Home Depot 401(k)"
﻿,,"7/5/2019","Buy","International Equity Index",,"International Equity Index","10.737659 shares @ 10.02360012","10.737659","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/10/2019","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"240.00","z Ameritrade IRA"
﻿,,"7/10/2019","Dividend Income","PHILIP MORRIS CO INC","PM","PHILIP MORRIS CO INC","Investments:Dividend Income",,,"228.00","z Ameritrade IRA"
﻿,,"7/10/2019","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"640.00","Fidelity IRA"
﻿,,"7/10/2019","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"160.00","z Jane IRA"
﻿,,"7/12/2019","Dividend Income","Mondelez International Inc","MDLZ","Mondelez International Inc","Investments:Dividend Income",,,"35.88","z Ameritrade IRA"
﻿,,"7/12/2019","Dividend Income","Mondelez International Inc","MDLZ","Mondelez International Inc","Investments:Dividend Income",,,"52.00","Fidelity IRA"
﻿,,"7/12/2019","Dividend Income","Mondelez International Inc","MDLZ","Mondelez International Inc","Investments:Dividend Income",,,"44.20","z Jane IRA"
﻿,,"7/18/2019","Buy","Balanced",,"Balanced","2.642474 shares @ 40.73076973","2.642474","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/18/2019","Buy","Large Cap Index",,"Large Cap Index","1.4923 shares @ 72.12356765","1.4923","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/18/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","9.473078 shares @ 11.36272709","9.473078","107.64","-107.64","Home Depot 401(k)"
﻿,,"7/18/2019","Buy","International Equity Index",,"International Equity Index","10.802077 shares @ 9.96382455","10.802077","107.63","-107.63","Home Depot 401(k)"
﻿,,"7/18/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"405.19","HD ESPP"
﻿,,"7/18/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"7/18/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"7/18/2019","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"18.00","z Jane IRA"
﻿,,"7/24/2019","Dividend Income","CISCO SYS INC COM","CSCO","CISCO SYS INC COM","Investments:Dividend Income",,,"70.00","z Ameritrade IRA"
﻿,,"7/24/2019","Dividend Income","CISCO SYS INC COM","CSCO","CISCO SYS INC COM","Investments:Dividend Income",,,"35.00","Fidelity IRA"
﻿,,"7/25/2019","Dividend Income","GENERAL ELECTRIC CO","GE","GENERAL ELECTRIC CO","Investments:Dividend Income",,,"5.00","z Ameritrade IRA"
﻿,,"7/25/2019","Dividend Income","GENERAL ELECTRIC CO","GE","GENERAL ELECTRIC CO","Investments:Dividend Income",,,"5.00","Fidelity IRA"
﻿,,"7/25/2019","Dividend Income","GENERAL ELECTRIC CO","GE","GENERAL ELECTRIC CO","Investments:Dividend Income",,,"1.00","z Jane IRA"
﻿,,"7/26/2019","Dividend Income","Chatham Lodging Trust (REIT) Common Shar","CLDT","Chatham Lodging Trust (REIT) Common Shar","Investments:Dividend Income",,,"22.00","z Ameritrade IRA"
﻿,,"7/26/2019","Dividend Income","Chatham Lodging Trust (REIT) Common Shar","CLDT","Chatham Lodging Trust (REIT) Common Shar","Investments:Dividend Income",,,"11.00","Fidelity IRA"
﻿,,"7/29/2019","Buy","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","13.126 shares @ 13.2599421","13.126","174.05","-174.05","z Ameritrade IRA"
﻿,,"7/29/2019","Dividend Income","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","Investments:Dividend Income",,,"174.05","z Ameritrade IRA"
﻿,,"7/31/2019","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.30","z Ameritrade IRA"
﻿,,"7/31/2019","Dividend Income","ANNALY CAP MGMT INC COM","NLY","ANNALY CAP MGMT INC COM","Investments:Dividend Income",,,"125.00","z Ameritrade IRA"
﻿,,"7/31/2019","Buy","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","7.071 shares @ 10.08061095","7.071","71.28","-71.28","Fidelity IRA"
﻿,,"7/31/2019","Buy","FIDELITY INVESTMENT GRADE","FBNDX","FIDELITY INVESTMENT GRADE","6.146 shares @ 8.08981451","6.146","49.72","-49.72","Fidelity IRA"
﻿,,"7/31/2019","Buy","FIDELITY TOTAL BOND","FTBFX","FIDELITY TOTAL BOND","5.703 shares @ 10.79957917","5.703","61.59","-61.59","Fidelity IRA"
﻿,,"7/31/2019","Dividend Income","FIDELITY INVESTMENT GRADE","FBNDX","FIDELITY INVESTMENT GRADE","Investments:Dividend Income",,,"49.72","Fidelity IRA"
﻿,,"7/31/2019","Dividend Income","FIDELITY CAPITAL & INCOME","FAGIX","FIDELITY CAPITAL & INCOME","Investments:Dividend Income",,,"71.28","Fidelity IRA"
﻿,,"7/31/2019","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"10.24","Fidelity IRA"
﻿,,"7/31/2019","Dividend Income","FIDELITY TOTAL BOND","FTBFX","FIDELITY TOTAL BOND","Investments:Dividend Income",,,"61.59","Fidelity IRA"
﻿,,"7/31/2019","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"1.18","z Jane IRA"
﻿,,"8/1/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"8/1/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"405.19","HD ESPP"
﻿,,"8/1/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"8/1/2019","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"204.00","z Ameritrade IRA"
﻿,,"8/1/2019","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"123.00","z Ameritrade IRA"
﻿,,"8/1/2019","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"357.00","Fidelity IRA"
﻿,,"8/1/2019","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"123.00","Fidelity IRA"
﻿,,"8/1/2019","Buy","Balanced",,"Balanced","2.656511 shares @ 40.5155484","2.656511","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/1/2019","Buy","Large Cap Index",,"Large Cap Index","1.512802 shares @ 71.14612487","1.512802","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/1/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","9.550043 shares @ 11.27115344","9.550043","107.64","-107.64","Home Depot 401(k)"
﻿,,"8/1/2019","Buy","International Equity Index",,"International Equity Index","11.053168 shares @ 9.73747979","11.053168","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/1/2019","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"41.00","z Jane IRA"
﻿,,"8/1/2019","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"51.00","z Jane IRA"
﻿,,"8/1/2019","Dividend Income","General Mills, Inc. Common Stock","GIS","General Mills, Inc. Common Stock","Investments:Dividend Income",,,"49.00","z Jane IRA"
﻿,,"8/13/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"-0.12","z Jane IRA"
﻿,,"8/13/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"18.44","z Jane IRA"
﻿,,"8/15/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"8/15/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"405.19","HD ESPP"
﻿,,"8/15/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"8/15/2019","Dividend Income","APPLE INC COM","AAPL","APPLE INC COM","Investments:Dividend Income",,,"77.00","z Ameritrade IRA"
﻿,,"8/15/2019","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"74.59","z Ameritrade IRA"
﻿,,"8/15/2019","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"74.59","Fidelity IRA"
﻿,,"8/15/2019","Buy","Balanced",,"Balanced","2.697069 shares @ 39.90628345","2.697069","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/15/2019","Buy","Large Cap Index",,"Large Cap Index","1.567029 shares @ 68.68411497","1.567029","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/15/2019","Buy","Small-Mid Cap Index",,"Small-Mid Cap Index","10.064043 shares @ 10.69550279","10.064043","107.64","-107.64","Home Depot 401(k)"
﻿,,"8/15/2019","Buy","International Equity Index",,"International Equity Index","11.56726 shares @ 9.30471002","11.56726","107.63","-107.63","Home Depot 401(k)"
﻿,,"8/15/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"-0.15","z Jane IRA"
﻿,,"8/15/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"18.47","z Jane IRA"
﻿,,"8/15/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"0.12","z Jane IRA"
﻿,,"8/15/2019","Dividend Income","British American Tobacco Industries, p.","BTI","British American Tobacco Industries, p.","Investments:Dividend Income",,,"-18.44","z Jane IRA"
﻿,,"8/15/2019","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"74.59","z Jane IRA"
﻿,,"8/19/2019","Dividend Income","Energy Transfer LP Common Units","ET","Energy Transfer LP Common Units","Investments:Dividend Income",,,"58.56","z Jane IRA"
﻿,,"8/22/2019","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"18.00","z Jane IRA"
﻿,,"8/28/2019","Reinvest Dividend","USAA Mutual Fds Tr Income Fund","USAIX","USAA Mutual Fds Tr Income Fund","9.515 shares @ 13.59957961","9.515","129.40","0.00","z Ameritrade IRA"
﻿,,"8/29/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"253.25","Home Depot 401(k)"
﻿,,"8/29/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","ESPP",,,"405.19","HD ESPP"
﻿,,"8/29/2019","Payment/Deposit","",,"Home Depot Produ Reg Salary ****","401k",,,"177.28","Home Depot 401(k)"
﻿,,"8/29/2019","Buy","Balanced",,"Balanced","2.650527 shares @ 40.60701891","2.650527","107.63","-107.63","Home Depot 401(k)"
