Investing Report Created: 2023-09-23 08:16:00 -0400
,
﻿Filter Criteria:,All Dates
,All Investing Accounts
,Any Type
,Any Status
,All Investing Accounts
,
﻿,"Split","Date","Type","Security","Symbol","Security/Payee","Description/Category","Shares","Invest Amt","Amount","Account"
﻿,,"12/6/2011","Dividend Income","SOUTHERN CO","SO","SOUTHERN CO","Investments:Dividend Income",,,"153.56","z Ameritrade IRA"
﻿,,"12/12/2011","Buy","Union Pacific Railroad","UNP","Union Pacific Railroad","100 shares @ 100.00","100","10,007.95","-10,007.95","Fidelity IRA"
﻿,,"12/12/2011","Buy","3M Corp (MMM)","MMM","3M Corp (MMM)","100 shares @ 80.312","100","8,039.15","-8,039.15","Fidelity IRA"
﻿,,"12/13/2011","Dividend Income","JOHNSON & JOHNSON COM","JNJ","JOHNSON & JOHNSON COM","Investments:Dividend Income",,,"57.00","z Jane IRA"
﻿,,"12/14/2011","Buy","Norfolk Southern","NSC","Norfolk Southern","100 shares @ 70.25","100","7,032.95","-7,032.95","Fidelity IRA"
﻿,,"12/15/2011","Dividend Income","Coca-Cola Co","KO","Coca-Cola Co","Investments:Dividend Income",,,"47.00","z Jane IRA"
﻿,,"12/16/2011","Buy","Fidelity Countra Fund","FCNTX","Fidelity Countra Fund","1.033 shares @ 65.82768635","1.033","68.00","-68.00","Fidelity IRA"
﻿,,"12/16/2011","Dividend Income","Fidelity Countra Fund","FCNTX","Fidelity Countra Fund","Investments:Dividend Income",,,"46.49","Fidelity IRA"
﻿,,"12/16/2011","Dividend Income","Fidelity Countra Fund","FCNTX","Fidelity Countra Fund","Investments:Dividend Income",,,"21.51","Fidelity IRA"
﻿,,"12/16/2011","Reinvest Dividend","NB Genesis Trust","NBGEX","NB Genesis Trust","8.38 shares @ 47.25894988","8.38","396.03","0.00","Fidelity IRA"
﻿,,"12/16/2011","Reinvest Dividend","NB Genesis Trust","NBGEX","NB Genesis Trust","18.519 shares @ 47.26119121","18.519","875.23","0.00","Fidelity IRA"
﻿,,"12/20/2011","Buy","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","200 shares @ 20.184","200","4,044.75","-4,044.75","Fidelity IRA"
﻿,,"12/21/2011","Payment/Deposit","",,,"Uncategorized",,,"0.00","Fidelity IRA"
﻿,,"12/27/2011","Buy","Norfolk Southern","NSC","Norfolk Southern","100 shares @ 72.704","100","7,278.35","-7,278.35","Fidelity IRA"
﻿,,"12/27/2011","Buy","Norfolk Southern","NSC","Norfolk Southern","100 shares @ 72.712","100","7,271.20","-7,271.20","Fidelity IRA"
﻿,,"12/28/2011","Reinvest Dividend","Fidelity Countra Fund","FCNTX","Fidelity Countra Fund","0.041 shares @ 67.80487805","0.041","2.78","0.00","Fidelity IRA"
﻿,,"12/30/2011","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"12/30/2011","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.70","Fidelity IRA"
﻿,,"12/30/2011","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Jane IRA"
﻿,,"1/1/2012","Dividend Income","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","TAC","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","Investments:Dividend Income",,,"57.29","Fidelity IRA"
﻿,,"1/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"123.00","z Ameritrade IRA"
﻿,,"1/10/2012","Dividend Income","PHILIP MORRIS CO INC","PM","PHILIP MORRIS CO INC","Investments:Dividend Income",,,"154.00","z Ameritrade IRA"
﻿,,"1/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"205.00","Fidelity IRA"
﻿,,"1/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"38.95","z Jane IRA"
﻿,,"1/13/2012","Dividend Income","KRAFT FOODS INC CL A","KFT","KRAFT FOODS INC CL A","Investments:Dividend Income",,,"40.02","z Ameritrade IRA"
﻿,,"1/13/2012","Buy","Altria Group","MO","Altria Group","100 shares @ 28.805","100","2,888.45","-2,888.45","Fidelity IRA"
﻿,,"1/13/2012","Buy","PEPSICO INC","PEP","PEPSICO INC","200 shares @ 64.61","200","12,929.95","-12,929.95","Fidelity IRA"
﻿,,"1/13/2012","Sell","Norfolk Southern","NSC","Norfolk Southern","100 shares @ 77.21","-100","-7,712.90","7,712.90","Fidelity IRA"
﻿,,"1/16/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"27.00","Fidelity IRA"
﻿,,"1/17/2012","Dividend Income","WINDSTREAM CORP COM","WIN","WINDSTREAM CORP COM","Investments:Dividend Income",,,"75.00","z Ameritrade IRA"
﻿,,"1/18/2012","Payment/Deposit","",,,"Uncategorized",,,"0.00","Fidelity IRA"
﻿,,"1/25/2012","Dividend Income","GENERAL ELECTRIC CO","GE","GENERAL ELECTRIC CO","Investments:Dividend Income",,,"85.00","Fidelity IRA"
﻿,,"1/26/2012","Dividend Income","ANNALY CAP MGMT INC COM","NLY","ANNALY CAP MGMT INC COM","Investments:Dividend Income",,,"114.00","z Ameritrade IRA"
﻿,,"1/26/2012","Dividend Income","ANNALY CAP MGMT INC COM","NLY","ANNALY CAP MGMT INC COM","Investments:Dividend Income",,,"285.00","Fidelity IRA"
﻿,,"1/31/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"1/31/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.23","Fidelity IRA"
﻿,,"1/31/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Jane IRA"
﻿,,"2/1/2012","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"68.00","Fidelity IRA"
﻿,,"2/1/2012","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"220.00","Fidelity IRA"
﻿,,"2/1/2012","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"34.00","z Jane IRA"
﻿,,"2/15/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"27.00","Fidelity IRA"
﻿,,"2/15/2012","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"52.50","z Jane IRA"
﻿,,"2/22/2012","Payment/Deposit","",,"TD AMERITRADE ACH MICRO ****","Transfer:[USAA CLASSIC CHECKING]",,,"-0.18","z Jane IRA"
﻿,,"2/22/2012","Payment/Deposit","",,"TD AMERITRADE ACH MICRO ****","Transfer:[USAA CLASSIC CHECKING]",,,"-0.25","z Jane IRA"
﻿,,"2/24/2012","Payment/Deposit","",,"Transfer","Transfer:[USAA CLASSIC CHECKING]",,,"5,000.00","z Jane IRA"
﻿,,"2/24/2012","Payment/Deposit","",,"TD AMERITRADE ACH RECAPT ****","Transfer:[USAA CLASSIC CHECKING]",,,"0.43","z Jane IRA"
﻿,,"2/29/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"2/29/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.02","Fidelity IRA"
﻿,,"2/29/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.02","z Jane IRA"
﻿,,"3/6/2012","Dividend Income","SOUTHERN CO","SO","SOUTHERN CO","Investments:Dividend Income",,,"153.56","z Ameritrade IRA"
﻿,,"3/10/2012","Dividend Income","Norfolk Southern","NSC","Norfolk Southern","Investments:Dividend Income",,,"94.00","Fidelity IRA"
﻿,,"3/12/2012","Dividend Income","3M Corp (MMM)","MMM","3M Corp (MMM)","Investments:Dividend Income",,,"59.00","Fidelity IRA"
﻿,,"3/13/2012","Dividend Income","JOHNSON & JOHNSON COM","JNJ","JOHNSON & JOHNSON COM","Investments:Dividend Income",,,"57.00","z Jane IRA"
﻿,,"3/15/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"27.00","Fidelity IRA"
﻿,,"3/15/2012","Dividend Income","CSX Corp","CSX","CSX Corp","Investments:Dividend Income",,,"60.00","Fidelity IRA"
﻿,,"3/22/2012","Buy","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","100 shares @ 24.295","100","2,439.49","-2,439.49","z Jane IRA"
﻿,,"3/23/2012","Buy","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","100 shares @ 10.718","100","1,081.79","-1,081.79","z Ameritrade IRA"
﻿,,"3/23/2012","Buy","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","100 shares @ 10.718","100","1,079.75","-1,079.75","Fidelity IRA"
﻿,,"3/23/2012","Buy","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","200 shares @ 10.718","200","2,153.59","-2,153.59","z Jane IRA"
﻿,,"3/29/2012","Buy","ANNIES INC COM","BNNY","ANNIES INC COM","35 shares @ 38.05","35","1,341.74","-1,341.74","z Jane IRA"
﻿,,"3/30/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"3/30/2012","Dividend Income","MIRANT CORP ESCROW SHARES",,"MIRANT CORP ESCROW SHARES","Investments:Dividend Income",,,"19.37","z Ameritrade IRA"
﻿,,"3/30/2012","Dividend Income","PEPSICO INC","PEP","PEPSICO INC","Investments:Dividend Income",,,"103.00","Fidelity IRA"
﻿,,"3/30/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.04","Fidelity IRA"
﻿,,"3/30/2012","Sell","ANNIES INC COM","BNNY","ANNIES INC COM","35 shares @ 39.60","-35","-1,375.97","1,375.97","z Jane IRA"
﻿,,"3/30/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.04","z Jane IRA"
﻿,,"4/1/2012","Dividend Income","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","TAC","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","Investments:Dividend Income",,,"58.14","Fidelity IRA"
﻿,,"4/2/2012","Dividend Income","Union Pacific Railroad","UNP","Union Pacific Railroad","Investments:Dividend Income",,,"60.00","Fidelity IRA"
﻿,,"4/2/2012","Dividend Income","Coca-Cola Co","KO","Coca-Cola Co","Investments:Dividend Income",,,"51.00","z Jane IRA"
﻿,,"4/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"123.00","z Ameritrade IRA"
﻿,,"4/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"246.00","Fidelity IRA"
﻿,,"4/10/2012","Buy","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","100 shares @ 10.658","100","1,075.79","-1,075.79","z Jane IRA"
﻿,,"4/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"38.95","z Jane IRA"
﻿,,"4/12/2012","Dividend Income","PHILIP MORRIS CO INC","PM","PHILIP MORRIS CO INC","Investments:Dividend Income",,,"154.00","z Ameritrade IRA"
﻿,,"4/16/2012","Dividend Income","WINDSTREAM CORP COM","WIN","WINDSTREAM CORP COM","Investments:Dividend Income",,,"75.00","z Ameritrade IRA"
﻿,,"4/16/2012","Dividend Income","KRAFT FOODS INC CL A","KFT","KRAFT FOODS INC CL A","Investments:Dividend Income",,,"40.02","z Ameritrade IRA"
﻿,,"4/16/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"28.00","Fidelity IRA"
﻿,,"4/20/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.15","z Ameritrade IRA"
﻿,,"4/20/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.15","Fidelity IRA"
﻿,,"4/20/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"20.30","z Jane IRA"
﻿,,"4/25/2012","Dividend Income","GENERAL ELECTRIC CO","GE","GENERAL ELECTRIC CO","Investments:Dividend Income",,,"85.00","Fidelity IRA"
﻿,,"4/26/2012","Dividend Income","ANNALY CAP MGMT INC COM","NLY","ANNALY CAP MGMT INC COM","Investments:Dividend Income",,,"110.00","z Ameritrade IRA"
﻿,,"4/26/2012","Dividend Income","ANNALY CAP MGMT INC COM","NLY","ANNALY CAP MGMT INC COM","Investments:Dividend Income",,,"275.00","Fidelity IRA"
﻿,,"4/30/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"4/30/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.01","Fidelity IRA"
﻿,,"4/30/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Jane IRA"
﻿,,"5/1/2012","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"68.00","Fidelity IRA"
﻿,,"5/1/2012","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"220.00","Fidelity IRA"
﻿,,"5/1/2012","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"34.00","z Jane IRA"
﻿,,"5/15/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"28.00","Fidelity IRA"
﻿,,"5/15/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"14.00","z Jane IRA"
﻿,,"5/15/2012","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"56.20","z Jane IRA"
﻿,,"5/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.15","z Ameritrade IRA"
﻿,,"5/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.15","Fidelity IRA"
﻿,,"5/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"30.45","z Jane IRA"
﻿,,"5/31/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"5/31/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.02","Fidelity IRA"
﻿,,"6/6/2012","Dividend Income","SOUTHERN CO","SO","SOUTHERN CO","Investments:Dividend Income",,,"159.25","z Ameritrade IRA"
﻿,,"6/11/2012","Dividend Income","Norfolk Southern","NSC","Norfolk Southern","Investments:Dividend Income",,,"94.00","Fidelity IRA"
﻿,,"6/12/2012","Dividend Income","3M Corp (MMM)","MMM","3M Corp (MMM)","Investments:Dividend Income",,,"59.00","Fidelity IRA"
﻿,,"6/12/2012","Dividend Income","JOHNSON & JOHNSON COM","JNJ","JOHNSON & JOHNSON COM","Investments:Dividend Income",,,"61.00","z Jane IRA"
﻿,,"6/15/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"28.00","Fidelity IRA"
﻿,,"6/15/2012","Dividend Income","CSX Corp","CSX","CSX Corp","Investments:Dividend Income",,,"70.00","Fidelity IRA"
﻿,,"6/15/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"14.00","z Jane IRA"
﻿,,"6/22/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.15","z Ameritrade IRA"
﻿,,"6/22/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.15","Fidelity IRA"
﻿,,"6/22/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"30.46","z Jane IRA"
﻿,,"6/29/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"6/29/2012","Dividend Income","PEPSICO INC","PEP","PEPSICO INC","Investments:Dividend Income",,,"107.50","Fidelity IRA"
﻿,,"6/29/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.02","Fidelity IRA"
﻿,,"6/29/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Jane IRA"
﻿,,"7/1/2012","Dividend Income","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","TAC","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","Investments:Dividend Income",,,"57.22","Fidelity IRA"
﻿,,"7/2/2012","Dividend Income","Union Pacific Railroad","UNP","Union Pacific Railroad","Investments:Dividend Income",,,"60.00","Fidelity IRA"
﻿,,"7/2/2012","Dividend Income","Coca-Cola Co","KO","Coca-Cola Co","Investments:Dividend Income",,,"51.00","z Jane IRA"
﻿,,"7/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"123.00","z Ameritrade IRA"
﻿,,"7/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"246.00","Fidelity IRA"
﻿,,"7/10/2012","Dividend Income","Altria Group","MO","Altria Group","Investments:Dividend Income",,,"38.95","z Jane IRA"
﻿,,"7/12/2012","Dividend Income","PHILIP MORRIS CO INC","PM","PHILIP MORRIS CO INC","Investments:Dividend Income",,,"154.00","z Ameritrade IRA"
﻿,,"7/16/2012","Dividend Income","WINDSTREAM CORP COM","WIN","WINDSTREAM CORP COM","Investments:Dividend Income",,,"75.00","z Ameritrade IRA"
﻿,,"7/16/2012","Dividend Income","KRAFT FOODS INC CL A","KFT","KRAFT FOODS INC CL A","Investments:Dividend Income",,,"40.02","z Ameritrade IRA"
﻿,,"7/16/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"29.00","Fidelity IRA"
﻿,,"7/16/2012","Sell","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","100 shares @ 25.2201","-100","-2,511.96","2,511.96","z Jane IRA"
﻿,,"7/16/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"14.50","z Jane IRA"
﻿,,"7/17/2012","Short Sell","CDC CORPORATION SHS A NEW","CHIND","CDC CORPORATION SHS A NEW","26 shares @ 5.05","-26","-121.30","121.30","z Jane IRA"
﻿,,"7/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.16","z Ameritrade IRA"
﻿,,"7/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.16","Fidelity IRA"
﻿,,"7/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"30.47","z Jane IRA"
﻿,,"7/25/2012","Dividend Income","GENERAL ELECTRIC CO","GE","GENERAL ELECTRIC CO","Investments:Dividend Income",,,"85.00","Fidelity IRA"
﻿,,"7/26/2012","Dividend Income","ANNALY CAP MGMT INC COM","NLY","ANNALY CAP MGMT INC COM","Investments:Dividend Income",,,"110.00","z Ameritrade IRA"
﻿,,"7/26/2012","Dividend Income","ANNALY CAP MGMT INC COM","NLY","ANNALY CAP MGMT INC COM","Investments:Dividend Income",,,"275.00","Fidelity IRA"
﻿,,"7/31/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"7/31/2012","Sell","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","200 shares @ 24.8384","-200","-4,959.61","4,959.61","Fidelity IRA"
﻿,,"7/31/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.02","Fidelity IRA"
﻿,,"7/31/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.02","z Jane IRA"
﻿,,"8/1/2012","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"68.00","Fidelity IRA"
﻿,,"8/1/2012","Dividend Income","AT&T (T)","T","AT&T (T)","Investments:Dividend Income",,,"220.00","Fidelity IRA"
﻿,,"8/1/2012","Dividend Income","BRISTOL MYERS SQUIBB CO COM","BMY","BRISTOL MYERS SQUIBB CO COM","Investments:Dividend Income",,,"34.00","z Jane IRA"
﻿,,"8/10/2012","Stock Split","Coca-Cola Co","KO","Coca-Cola Co","2 for 1 split","100",,"0.00","z Jane IRA"
﻿,,"8/15/2012","Dividend Income","MAIN STR CAP CORP COM","MAIN","MAIN STR CAP CORP COM","Investments:Dividend Income",,,"29.00","Fidelity IRA"
﻿,,"8/15/2012","Dividend Income","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","Investments:Dividend Income",,,"56.20","z Jane IRA"
﻿,,"8/23/2012","Buy","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","100 shares @ 11.458","100","1,145.80","-1,145.80","Fidelity IRA"
﻿,,"8/23/2012","Buy","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","100 shares @ 11.458","100","1,153.75","-1,153.75","Fidelity IRA"
﻿,,"8/23/2012","Buy","Altria Group","MO","Altria Group","100 shares @ 33.616","100","3,369.55","-3,369.55","Fidelity IRA"
﻿,,"8/23/2012","Buy","Altria Group","MO","Altria Group","105 shares @ 33.478","105","3,525.18","-3,525.18","z Jane IRA"
﻿,,"8/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.16","z Ameritrade IRA"
﻿,,"8/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.16","Fidelity IRA"
﻿,,"8/24/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"30.47","z Jane IRA"
﻿,,"8/31/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Ameritrade IRA"
﻿,,"8/31/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.06","Fidelity IRA"
﻿,,"8/31/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.03","z Jane IRA"
﻿,,"9/6/2012","Dividend Income","SOUTHERN CO","SO","SOUTHERN CO","Investments:Dividend Income",,,"159.25","z Ameritrade IRA"
﻿,,"9/6/2012","Sell","PROCTER & GAMBLE CO COM","PG","PROCTER & GAMBLE CO COM","100 shares @ 68.1917","-100","-6,809.02","6,809.02","z Jane IRA"
﻿,,"9/10/2012","Dividend Income","Norfolk Southern","NSC","Norfolk Southern","Investments:Dividend Income",,,"100.00","Fidelity IRA"
﻿,,"9/10/2012","Buy","KRAFT FOODS INC CL A","KFT","KRAFT FOODS INC CL A","100 shares @ 40.319","100","4,041.89","-4,041.89","z Jane IRA"
﻿,,"9/11/2012","Buy","KRAFT FOODS INC CL A","KFT","KRAFT FOODS INC CL A","70 shares @ 39.67985714","70","2,787.58","-2,787.58","z Jane IRA"
﻿,,"9/11/2012","Dividend Income","JOHNSON & JOHNSON COM","JNJ","JOHNSON & JOHNSON COM","Investments:Dividend Income",,,"61.00","z Jane IRA"
﻿,,"9/12/2012","Dividend Income","3M Corp (MMM)","MMM","3M Corp (MMM)","Investments:Dividend Income",,,"59.00","Fidelity IRA"
﻿,,"9/14/2012","Dividend Income","CSX Corp","CSX","CSX Corp","Investments:Dividend Income",,,"70.00","Fidelity IRA"
﻿,,"9/20/2012","Sell","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","TAC","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","200 shares @ 15.092","-200","-3,010.38","3,010.38","Fidelity IRA"
﻿,,"9/21/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"10.16","z Ameritrade IRA"
﻿,,"9/21/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"30.48","Fidelity IRA"
﻿,,"9/21/2012","Dividend Income","PROSPECT CAPITAL CORPORATION COM","PSEC","PROSPECT CAPITAL CORPORATION COM","Investments:Dividend Income",,,"30.48","z Jane IRA"
﻿,,"9/28/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.02","z Ameritrade IRA"
﻿,,"9/28/2012","Dividend Income","FIDELITY CASH RESERVES","FDRXX","FIDELITY CASH RESERVES","Investments:Dividend Income",,,"0.03","Fidelity IRA"
﻿,,"9/28/2012","Dividend Income","PEPSICO INC","PEP","PEPSICO INC","Investments:Dividend Income",,,"107.50","Fidelity IRA"
﻿,,"9/28/2012","Dividend Income","MMDA1","MMDA1","MMDA1","Investments:Dividend Income",,,"0.01","z Jane IRA"
﻿,,"10/1/2012","Dividend Income","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","TAC","TRANSALTA CORP MTN COM NPV ISIN #CA89346D1078 SEDOL #2901628","Investments:Dividend Income",,,"58.96","Fidelity IRA"
﻿,,"10/1/2012","Dividend Income","Union Pacific Railroad","UNP","Union Pacific Railroad","Investments:Dividend Income",,,"60.00","Fidelity IRA"
﻿,,"10/1/2012","Dividend Income","Coca-Cola Co","KO","Coca-Cola Co","Investments:Dividend Income",,,"51.00","z Jane IRA"
﻿,,"10/1/2012","Add Shares","Mondelez International Inc","MDLZ","Mondelez International Inc","138 shares","138",,"0.00","z Ameritrade IRA"
