Date,Open,High,Low,Close,Adj Close,Volume
2022-05-20,11.840000,11.840000,11.840000,11.840000,11.340384,0
2022-05-23,11.800000,11.800000,11.800000,11.800000,11.302073,0
2022-05-24,11.840000,11.840000,11.840000,11.840000,11.372188,0
2022-05-25,11.880000,11.880000,11.880000,11.880000,11.410604,0
2022-05-26,11.900000,11.900000,11.900000,11.900000,11.429815,0
2022-05-27,11.920000,11.920000,11.920000,11.920000,11.449026,0
2022-05-31,11.860000,11.860000,11.860000,11.860000,11.391397,0
2022-06-01,11.830000,11.830000,11.830000,11.830000,11.362582,0
2022-06-02,11.830000,11.830000,11.830000,11.830000,11.362582,0
2022-06-03,11.810000,11.810000,11.810000,11.810000,11.343373,0
2022-06-06,11.750000,11.750000,11.750000,11.750000,11.285742,0
2022-06-07,11.780000,11.780000,11.780000,11.780000,11.314556,0
2022-06-08,11.760000,11.760000,11.760000,11.760000,11.295347,0
2022-06-09,11.740000,11.740000,11.740000,11.740000,11.276137,0
2022-06-10,11.650000,11.650000,11.650000,11.650000,11.189693,0
2022-06-13,11.470000,11.470000,11.470000,11.470000,11.016807,0
2022-06-14,11.400000,11.400000,11.400000,11.400000,10.949569,0
2022-06-15,11.500000,11.500000,11.500000,11.500000,11.045621,0
2022-06-16,11.510000,11.510000,11.510000,11.510000,11.055224,0
2022-06-17,11.520000,11.520000,11.520000,11.520000,11.064831,0
2022-06-21,11.480000,11.480000,11.480000,11.480000,11.026409,0
2022-06-22,11.520000,11.520000,11.520000,11.520000,11.092852,0
2022-06-23,11.560000,11.560000,11.560000,11.560000,11.131368,0
2022-06-24,11.530000,11.530000,11.530000,11.530000,11.102480,0
2022-06-27,11.490000,11.490000,11.490000,11.490000,11.063965,0
2022-06-28,11.490000,11.490000,11.490000,11.490000,11.063965,0
2022-06-29,11.530000,11.530000,11.530000,11.530000,11.102480,0
2022-06-30,11.570000,11.570000,11.570000,11.570000,11.140998,0
2022-07-01,11.630000,11.630000,11.630000,11.630000,11.198772,0
2022-07-05,11.660000,11.660000,11.660000,11.660000,11.227661,0
2022-07-06,11.600000,11.600000,11.600000,11.600000,11.169887,0
2022-07-07,11.570000,11.570000,11.570000,11.570000,11.140998,0
2022-07-08,11.540000,11.540000,11.540000,11.540000,11.112110,0
2022-07-11,11.590000,11.590000,11.590000,11.590000,11.160256,0
2022-07-12,11.610000,11.610000,11.610000,11.610000,11.179516,0
2022-07-13,11.630000,11.630000,11.630000,11.630000,11.198772,0
2022-07-14,11.580000,11.580000,11.580000,11.580000,11.150624,0
2022-07-15,11.620000,11.620000,11.620000,11.620000,11.189143,0
2022-07-18,11.600000,11.600000,11.600000,11.600000,11.169887,0
2022-07-19,11.580000,11.580000,11.580000,11.580000,11.150624,0
2022-07-20,11.590000,11.590000,11.590000,11.590000,11.160256,0
2022-07-21,11.640000,11.640000,11.640000,11.640000,11.236517,0
2022-07-22,11.730000,11.730000,11.730000,11.730000,11.323398,0
2022-07-25,11.690000,11.690000,11.690000,11.690000,11.284785,0
2022-07-26,11.680000,11.680000,11.680000,11.680000,11.275130,0
2022-07-27,11.710000,11.710000,11.710000,11.710000,11.304090,0
2022-07-28,11.780000,11.780000,11.780000,11.780000,11.371662,0
2022-07-29,11.800000,11.800000,11.800000,11.800000,11.390971,0
2022-08-01,11.850000,11.850000,11.850000,11.850000,11.439239,0
2022-08-02,11.750000,11.750000,11.750000,11.750000,11.342706,0
2022-08-03,11.800000,11.800000,11.800000,11.800000,11.390971,0
2022-08-04,11.830000,11.830000,11.830000,11.830000,11.419932,0
2022-08-05,11.720000,11.720000,11.720000,11.720000,11.313745,0
2022-08-08,11.770000,11.770000,11.770000,11.770000,11.362013,0
2022-08-09,11.740000,11.740000,11.740000,11.740000,11.333051,0
2022-08-10,11.760000,11.760000,11.760000,11.760000,11.352357,0
2022-08-11,11.710000,11.710000,11.710000,11.710000,11.304090,0
2022-08-12,11.750000,11.750000,11.750000,11.750000,11.342706,0
2022-08-15,11.780000,11.780000,11.780000,11.780000,11.371662,0
2022-08-16,11.770000,11.770000,11.770000,11.770000,11.362013,0
2022-08-17,11.710000,11.710000,11.710000,11.710000,11.304090,0
2022-08-18,11.700000,11.700000,11.700000,11.700000,11.321508,0
2022-08-19,11.640000,11.640000,11.640000,11.640000,11.263450,0
2022-08-22,11.590000,11.590000,11.590000,11.590000,11.215067,0
2022-08-23,11.580000,11.580000,11.580000,11.580000,11.205390,0
2022-08-24,11.560000,11.560000,11.560000,11.560000,11.186038,0
2022-08-25,11.620000,11.620000,11.620000,11.620000,11.244095,0
2022-08-26,11.610000,11.610000,11.610000,11.610000,11.234422,0
2022-08-29,11.560000,11.560000,11.560000,11.560000,11.186038,0
2022-08-30,11.550000,11.550000,11.550000,11.550000,11.176360,0
2022-08-31,11.500000,11.500000,11.500000,11.500000,11.127978,0
2022-09-01,11.440000,11.440000,11.440000,11.440000,11.069919,0
2022-09-02,11.470000,11.470000,11.470000,11.470000,11.098949,0
2022-09-06,11.390000,11.390000,11.390000,11.390000,11.021537,0
2022-09-07,11.450000,11.450000,11.450000,11.450000,11.079596,0
2022-09-08,11.420000,11.420000,11.420000,11.420000,11.050567,0
2022-09-09,11.430000,11.430000,11.430000,11.430000,11.060243,0
2022-09-12,11.420000,11.420000,11.420000,11.420000,11.050567,0
2022-09-13,11.370000,11.370000,11.370000,11.370000,11.002184,0
2022-09-14,11.370000,11.370000,11.370000,11.370000,11.002184,0
2022-09-15,11.350000,11.350000,11.350000,11.350000,10.982831,0
2022-09-16,11.330000,11.330000,11.330000,11.330000,10.963479,0
2022-09-19,11.300000,11.300000,11.300000,11.300000,10.956692,0
2022-09-20,11.260000,11.260000,11.260000,11.260000,10.917907,0
2022-09-21,11.290000,11.290000,11.290000,11.290000,10.946995,0
2022-09-22,11.180000,11.180000,11.180000,11.180000,10.840337,0
2022-09-23,11.160000,11.160000,11.160000,11.160000,10.820944,0
2022-09-26,11.040000,11.040000,11.040000,11.040000,10.704591,0
2022-09-27,10.960000,10.960000,10.960000,10.960000,10.627022,0
2022-09-28,11.090000,11.090000,11.090000,11.090000,10.753072,0
2022-09-29,11.030000,11.030000,11.030000,11.030000,10.694893,0
2022-09-30,11.020000,11.020000,11.020000,11.020000,10.685198,0
2022-10-03,11.100000,11.100000,11.100000,11.100000,10.762768,0
2022-10-04,11.140000,11.140000,11.140000,11.140000,10.801553,0
2022-10-05,11.080000,11.080000,11.080000,11.080000,10.743375,0
2022-10-06,11.050000,11.050000,11.050000,11.050000,10.714286,0
2022-10-07,11.000000,11.000000,11.000000,11.000000,10.665805,0
2022-10-10,11.000000,11.000000,11.000000,11.000000,10.665805,0
2022-10-11,10.950000,10.950000,10.950000,10.950000,10.617323,0
2022-10-12,10.960000,10.960000,10.960000,10.960000,10.627022,0
2022-10-13,10.920000,10.920000,10.920000,10.920000,10.588235,0
2022-10-14,10.880000,10.880000,10.880000,10.880000,10.549451,0
2022-10-17,10.890000,10.890000,10.890000,10.890000,10.559148,0
2022-10-18,10.920000,10.920000,10.920000,10.920000,10.588235,0
2022-10-19,10.840000,10.840000,10.840000,10.840000,10.510669,0
2022-10-20,10.740000,10.740000,10.740000,10.740000,10.452273,0
2022-10-21,10.730000,10.730000,10.730000,10.730000,10.442541,0
2022-10-24,10.730000,10.730000,10.730000,10.730000,10.442541,0
2022-10-25,10.820000,10.820000,10.820000,10.820000,10.530130,0
2022-10-26,10.860000,10.860000,10.860000,10.860000,10.569057,0
2022-10-27,10.910000,10.910000,10.910000,10.910000,10.617719,0
2022-10-28,10.890000,10.890000,10.890000,10.890000,10.598256,0
2022-10-31,10.860000,10.860000,10.860000,10.860000,10.569057,0
2022-11-01,10.880000,10.880000,10.880000,10.880000,10.588524,0
2022-11-02,10.860000,10.860000,10.860000,10.860000,10.569057,0
2022-11-03,10.820000,10.820000,10.820000,10.820000,10.530130,0
2022-11-04,10.810000,10.810000,10.810000,10.810000,10.520400,0
2022-11-07,10.790000,10.790000,10.790000,10.790000,10.500933,0
2022-11-08,10.840000,10.840000,10.840000,10.840000,10.549597,0
2022-11-09,10.850000,10.850000,10.850000,10.850000,10.559327,0
2022-11-10,11.030000,11.030000,11.030000,11.030000,10.734505,0
2022-11-11,11.030000,11.030000,11.030000,11.030000,10.734505,0
2022-11-14,11.030000,11.030000,11.030000,11.030000,10.734505,0
2022-11-15,11.100000,11.100000,11.100000,11.100000,10.802629,0
2022-11-16,11.160000,11.160000,11.160000,11.160000,10.861022,0
2022-11-17,11.110000,11.110000,11.110000,11.110000,10.812361,0
2022-11-18,11.100000,11.100000,11.100000,11.100000,10.802629,0
2022-11-21,11.110000,11.110000,11.110000,11.110000,10.812361,0
2022-11-22,11.120000,11.120000,11.120000,11.120000,10.854333,0
2022-11-23,11.180000,11.180000,11.180000,11.180000,10.912902,0
2022-11-25,11.210000,11.210000,11.210000,11.210000,10.942184,0
2022-11-28,11.200000,11.200000,11.200000,11.200000,10.932423,0
2022-11-29,11.140000,11.140000,11.140000,11.140000,10.873857,0
2022-11-30,11.210000,11.210000,11.210000,11.210000,10.942184,0
2022-12-01,11.320000,11.320000,11.320000,11.320000,11.049555,0
2022-12-02,11.350000,11.350000,11.350000,11.350000,11.078839,0
2022-12-05,11.290000,11.290000,11.290000,11.290000,11.020272,0
2022-12-06,11.320000,11.320000,11.320000,11.320000,11.049555,0
2022-12-07,11.400000,11.400000,11.400000,11.400000,11.127645,0
2022-12-08,11.380000,11.380000,11.380000,11.380000,11.108121,0
2022-12-09,11.320000,11.320000,11.320000,11.320000,11.049555,0
2022-12-12,11.320000,11.320000,11.320000,11.320000,11.049555,0
2022-12-13,11.390000,11.390000,11.390000,11.390000,11.117885,0
2022-12-14,11.420000,11.420000,11.420000,11.420000,11.147166,0
2022-12-15,11.420000,11.420000,11.420000,11.420000,11.147166,0
2022-12-16,11.400000,11.400000,11.400000,11.400000,11.127645,0
2022-12-19,11.340000,11.340000,11.340000,11.340000,11.069078,0
2022-12-20,11.270000,11.270000,11.270000,11.270000,11.000751,0
2022-12-21,11.230000,11.230000,11.230000,11.230000,11.018410,0
2022-12-22,11.230000,11.230000,11.230000,11.230000,11.018410,0
2022-12-23,11.190000,11.190000,11.190000,11.190000,10.979164,0
2022-12-27,11.130000,11.130000,11.130000,11.130000,10.920295,0
2022-12-28,11.110000,11.110000,11.110000,11.110000,10.900672,0
2022-12-29,11.140000,11.140000,11.140000,11.140000,10.930108,0
2022-12-30,11.110000,11.110000,11.110000,11.110000,10.900672,0
2023-01-03,11.170000,11.170000,11.170000,11.170000,10.959541,0
2023-01-04,11.220000,11.220000,11.220000,11.220000,11.008598,0
2023-01-05,11.220000,11.220000,11.220000,11.220000,11.008598,0
2023-01-06,11.330000,11.330000,11.330000,11.330000,11.116528,0
2023-01-09,11.360000,11.360000,11.360000,11.360000,11.145962,0
2023-01-10,11.330000,11.330000,11.330000,11.330000,11.116528,0
2023-01-11,11.390000,11.390000,11.390000,11.390000,11.175397,0
2023-01-12,11.470000,11.470000,11.470000,11.470000,11.253889,0
2023-01-13,11.450000,11.450000,11.450000,11.450000,11.234266,0
2023-01-17,11.440000,11.440000,11.440000,11.440000,11.224454,0
2023-01-18,11.540000,11.540000,11.540000,11.540000,11.322569,0
2023-01-19,11.520000,11.520000,11.520000,11.520000,11.305886,0
2023-01-20,11.470000,11.470000,11.470000,11.470000,11.256815,0
2023-01-23,11.450000,11.450000,11.450000,11.450000,11.237186,0
2023-01-24,11.500000,11.500000,11.500000,11.500000,11.286256,0
2023-01-25,11.510000,11.510000,11.510000,11.510000,11.296071,0
2023-01-26,11.500000,11.500000,11.500000,11.500000,11.286256,0
2023-01-27,11.490000,11.490000,11.490000,11.490000,11.276443,0
2023-01-30,11.470000,11.470000,11.470000,11.470000,11.256815,0
2023-01-31,11.510000,11.510000,11.510000,11.510000,11.296071,0
2023-02-01,11.580000,11.580000,11.580000,11.580000,11.364770,0
2023-02-02,11.600000,11.600000,11.600000,11.600000,11.384399,0
2023-02-03,11.520000,11.520000,11.520000,11.520000,11.305886,0
2023-02-06,11.460000,11.460000,11.460000,11.460000,11.247000,0
2023-02-07,11.440000,11.440000,11.440000,11.440000,11.227372,0
2023-02-08,11.460000,11.460000,11.460000,11.460000,11.247000,0
2023-02-09,11.420000,11.420000,11.420000,11.420000,11.207744,0
2023-02-10,11.370000,11.370000,11.370000,11.370000,11.158673,0
2023-02-13,11.390000,11.390000,11.390000,11.390000,11.178302,0
2023-02-14,11.370000,11.370000,11.370000,11.370000,11.158673,0
2023-02-15,11.340000,11.340000,11.340000,11.340000,11.129231,0
2023-02-16,11.300000,11.300000,11.300000,11.300000,11.089975,0
2023-02-17,11.320000,11.320000,11.320000,11.320000,11.109603,0
2023-02-21,11.190000,11.190000,11.190000,11.190000,11.014128,0
2023-02-22,11.210000,11.210000,11.210000,11.210000,11.033814,0
2023-02-23,11.250000,11.250000,11.250000,11.250000,11.073185,0
2023-02-24,11.200000,11.200000,11.200000,11.200000,11.023971,0
2023-02-27,11.210000,11.210000,11.210000,11.210000,11.033814,0
2023-02-28,11.220000,11.220000,11.220000,11.220000,11.043656,0
2023-03-01,11.170000,11.170000,11.170000,11.170000,10.994442,0
2023-03-02,11.140000,11.140000,11.140000,11.140000,10.964913,0
2023-03-03,11.220000,11.220000,11.220000,11.220000,11.043656,0
2023-03-06,11.210000,11.210000,11.210000,11.210000,11.033814,0
2023-03-07,11.200000,11.200000,11.200000,11.200000,11.023971,0
2023-03-08,11.190000,11.190000,11.190000,11.190000,11.014128,0
2023-03-09,11.210000,11.210000,11.210000,11.210000,11.033814,0
2023-03-10,11.330000,11.330000,11.330000,11.330000,11.151927,0
2023-03-13,11.370000,11.370000,11.370000,11.370000,11.191298,0
2023-03-14,11.300000,11.300000,11.300000,11.300000,11.122399,0
2023-03-15,11.350000,11.350000,11.350000,11.350000,11.171613,0
2023-03-16,11.310000,11.310000,11.310000,11.310000,11.132242,0
2023-03-17,11.380000,11.380000,11.380000,11.380000,11.201141,0
2023-03-20,11.330000,11.330000,11.330000,11.330000,11.151927,0
2023-03-21,11.280000,11.280000,11.280000,11.280000,11.135146,0
2023-03-22,11.370000,11.370000,11.370000,11.370000,11.223989,0
2023-03-23,11.390000,11.390000,11.390000,11.390000,11.243733,0
2023-03-24,11.380000,11.380000,11.380000,11.380000,11.233861,0
2023-03-27,11.300000,11.300000,11.300000,11.300000,11.154889,0
2023-03-28,11.290000,11.290000,11.290000,11.290000,11.145017,0
2023-03-29,11.290000,11.290000,11.290000,11.290000,11.145017,0
2023-03-30,11.310000,11.310000,11.310000,11.310000,11.164762,0
2023-03-31,11.370000,11.370000,11.370000,11.370000,11.223989,0
2023-04-03,11.420000,11.420000,11.420000,11.420000,11.273349,0
2023-04-04,11.460000,11.460000,11.460000,11.460000,11.312834,0
2023-04-05,11.480000,11.480000,11.480000,11.480000,11.332577,0
2023-04-06,11.490000,11.490000,11.490000,11.490000,11.342449,0
2023-04-10,11.420000,11.420000,11.420000,11.420000,11.273349,0
2023-04-11,11.430000,11.430000,11.430000,11.430000,11.283219,0
2023-04-12,11.440000,11.440000,11.440000,11.440000,11.293091,0
2023-04-13,11.430000,11.430000,11.430000,11.430000,11.283219,0
2023-04-14,11.390000,11.390000,11.390000,11.390000,11.243733,0
2023-04-17,11.350000,11.350000,11.350000,11.350000,11.204247,0
2023-04-18,11.370000,11.370000,11.370000,11.370000,11.223989,0
2023-04-19,11.350000,11.350000,11.350000,11.350000,11.204247,0
2023-04-20,11.350000,11.350000,11.350000,11.350000,11.237911,0
2023-04-21,11.340000,11.340000,11.340000,11.340000,11.228009,0
2023-04-24,11.390000,11.390000,11.390000,11.390000,11.277516,0
2023-04-25,11.450000,11.450000,11.450000,11.450000,11.336924,0
2023-04-26,11.410000,11.410000,11.410000,11.410000,11.297318,0
2023-04-27,11.370000,11.370000,11.370000,11.370000,11.257713,0
2023-04-28,11.430000,11.430000,11.430000,11.430000,11.317122,0
2023-05-01,11.330000,11.330000,11.330000,11.330000,11.218109,0
2023-05-02,11.420000,11.420000,11.420000,11.420000,11.307220,0
2023-05-03,11.460000,11.460000,11.460000,11.460000,11.346825,0
2023-05-04,11.420000,11.420000,11.420000,11.420000,11.307220,0
2023-05-05,11.380000,11.380000,11.380000,11.380000,11.267614,0
2023-05-08,11.330000,11.330000,11.330000,11.330000,11.218109,0
2023-05-09,11.330000,11.330000,11.330000,11.330000,11.218109,0
2023-05-10,11.380000,11.380000,11.380000,11.380000,11.267614,0
2023-05-11,11.410000,11.410000,11.410000,11.410000,11.297318,0
2023-05-12,11.370000,11.370000,11.370000,11.370000,11.257713,0
2023-05-15,11.340000,11.340000,11.340000,11.340000,11.228009,0
2023-05-16,11.310000,11.310000,11.310000,11.310000,11.198307,0
2023-05-17,11.290000,11.290000,11.290000,11.290000,11.178504,0
2023-05-18,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-05-19,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-05-22,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-05-23,11.200000,11.200000,11.200000,11.200000,11.089393,0
2023-05-24,11.180000,11.180000,11.180000,11.180000,11.069591,0
2023-05-25,11.140000,11.140000,11.140000,11.140000,11.029985,0
2023-05-26,11.150000,11.150000,11.150000,11.150000,11.039886,0
2023-05-30,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-05-31,11.260000,11.260000,11.260000,11.260000,11.148800,0
2023-06-01,11.290000,11.290000,11.290000,11.290000,11.178504,0
2023-06-02,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-06-05,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-06-06,11.260000,11.260000,11.260000,11.260000,11.148800,0
2023-06-07,11.200000,11.200000,11.200000,11.200000,11.089393,0
2023-06-08,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-06-09,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-06-12,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-06-13,11.210000,11.210000,11.210000,11.210000,11.099294,0
2023-06-14,11.220000,11.220000,11.220000,11.220000,11.109195,0
2023-06-15,11.280000,11.280000,11.280000,11.280000,11.168603,0
2023-06-16,11.260000,11.260000,11.260000,11.260000,11.148800,0
2023-06-20,11.280000,11.280000,11.280000,11.280000,11.168603,0
2023-06-21,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-06-22,11.210000,11.210000,11.210000,11.210000,11.099294,0
2023-06-23,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-06-26,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-06-27,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-06-28,11.270000,11.270000,11.270000,11.270000,11.158702,0
2023-06-29,11.200000,11.200000,11.200000,11.200000,11.089393,0
2023-06-30,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-07-03,11.220000,11.220000,11.220000,11.220000,11.109195,0
2023-07-05,11.180000,11.180000,11.180000,11.180000,11.069591,0
2023-07-06,11.110000,11.110000,11.110000,11.110000,11.000281,0
2023-07-07,11.110000,11.110000,11.110000,11.110000,11.000281,0
2023-07-10,11.140000,11.140000,11.140000,11.140000,11.029985,0
2023-07-11,11.160000,11.160000,11.160000,11.160000,11.049788,0
2023-07-12,11.240000,11.240000,11.240000,11.240000,11.128997,0
2023-07-13,11.310000,11.310000,11.310000,11.310000,11.198307,0
2023-07-14,11.270000,11.270000,11.270000,11.270000,11.158702,0
2023-07-17,11.280000,11.280000,11.280000,11.280000,11.168603,0
2023-07-18,11.300000,11.300000,11.300000,11.300000,11.188405,0
2023-07-19,11.330000,11.330000,11.330000,11.330000,11.218109,0
2023-07-20,11.240000,11.240000,11.240000,11.240000,11.128997,0
2023-07-21,11.250000,11.250000,11.250000,11.250000,11.138899,0
2023-07-24,11.240000,11.240000,11.240000,11.240000,11.128997,0
2023-07-25,11.230000,11.230000,11.230000,11.230000,11.119096,0
2023-07-26,11.260000,11.260000,11.260000,11.260000,11.148800,0
2023-07-27,11.180000,11.180000,11.180000,11.180000,11.069591,0
2023-07-28,11.220000,11.220000,11.220000,11.220000,11.109195,0
2023-07-31,11.240000,11.240000,11.240000,11.240000,11.128997,0
2023-08-01,11.180000,11.180000,11.180000,11.180000,11.069591,0
2023-08-02,11.150000,11.150000,11.150000,11.150000,11.039886,0
2023-08-03,11.090000,11.090000,11.090000,11.090000,10.980478,0
2023-08-04,11.170000,11.170000,11.170000,11.170000,11.059689,0
2023-08-07,11.150000,11.150000,11.150000,11.150000,11.039886,0
2023-08-08,11.190000,11.190000,11.190000,11.190000,11.079492,0
2023-08-09,11.200000,11.200000,11.200000,11.200000,11.089393,0
2023-08-10,11.140000,11.140000,11.140000,11.140000,11.029985,0
2023-08-11,11.110000,11.110000,11.110000,11.110000,11.000281,0
2023-08-14,11.100000,11.100000,11.100000,11.100000,10.990380,0
2023-08-15,11.080000,11.080000,11.080000,11.080000,10.970578,0
2023-08-16,11.040000,11.040000,11.040000,11.040000,10.930972,0
2023-08-17,11.000000,11.000000,11.000000,11.000000,10.922036,0
2023-08-18,11.020000,11.020000,11.020000,11.020000,10.941895,0
2023-08-21,10.970000,10.970000,10.970000,10.970000,10.892249,0
