Date,Open,High,Low,Close,Adj Close,Volume
2024-01-02,11.420000,11.420000,11.420000,11.420000,11.420000,0
2024-01-03,11.430000,11.430000,11.430000,11.430000,11.430000,0
2024-01-04,11.380000,11.380000,11.380000,11.380000,11.380000,0
2024-01-05,11.350000,11.350000,11.350000,11.350000,11.350000,0
2024-01-08,11.390000,11.390000,11.390000,11.390000,11.390000,0
2024-01-09,11.390000,11.390000,11.390000,11.390000,11.390000,0
2024-01-10,11.390000,11.390000,11.390000,11.390000,11.390000,0
2024-01-11,11.430000,11.430000,11.430000,11.430000,11.430000,0
2024-01-12,11.450000,11.450000,11.450000,11.450000,11.450000,0
